"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00410691","2018-09-13","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  306",",,7","  222",",,7",,,,,,,"   28",",,7,0800",,,,,,,,,,,"  228",",,7,0800","   97",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-14","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  317",",,7","  217",",,7",,,,,,,"   51",",,7,0800",,,,,,,,,,,"  222",",,7,0800","   77",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-15","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   13",",,7,0800",,,,,"  317",",,7","  222",",,7",,,,,,,"   33",",,7,0800",,,,,,,,,,,"  233",",,7,0800","   87",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-16","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  104",",,7,0800",,,,,"  328",",,7","  228",",,7",,,,,,,"   58",",,7,0800",,,,,,,,,,,"  228",",,7,0800","   47",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-17","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    8",",,7,0800",,,,,"  333",",,7","  228",",,7",,,,,,,"   46",",,7,0800",,,,,,,,,,,"  233",",,7,0800","   47",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-18","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  333",",,7","  228",",,7",,,,,,,"   58",",,7,0800",,,,,,,,,,,"  228",",,7,0800","   80",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-19","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  344",",,7","  228",",,7",,,,,,,"   64",",,7,0800",,,,,,,,,,,"  233",",,7,0800","   89",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-20","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  344",",,7","  228",",,7",,,,,,,"   64",",,7,0800",,,,,,,,,,,"  233",",,7,0800","  111",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-21","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   79",",,7,0800",,,,,"  328",",,7","  228",",,7",,,,,,,"   30",",,7,0800",,,,,,,,,,,"  244",",,7,0800","  167",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-22","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  859",",,7,0800",,,,,"  300",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0800","  127",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-23","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   25",",,7,0800",,,,,"  222",",,7","  189",",,7",,,,,,,"   10",",,7,0800",,,,,,,,,,,"  189",",,7,0800","  148",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-24","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   25",",,7,0800",,,,,"  228",",,7","  189",",,7",,,,,,,"   18",",,7,0800",,,,,,,,,,,"  217",",,7,0800","   43",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-25","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   25",",,7,0800",,,,,"  272",",,7","  211",",,7",,,,,,,"   15",",,7,0800",,,,,,,,,,,"  222",",,7,0800","   71",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-26","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  322",",,7","  211",",,7",,,,,,,"   33",",,7,0800",,,,,,,,,,,"  211",",,7,0800","  117",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-27","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    5",",,7,0800",,,,,"  217",",,7","  144",",,7",,,,,,,"   76",",,7,0800",,,,,,,,,,,"  211",",,7,0800","  140",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-28","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  261",",,7","  144",",,7",,,,,,,"   36",",,7,0800",,,,,,,,,,,"  178",",,7,0800","   63",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-29","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  267",",,7","  178",",,7",,,,,,,"   18",",,7,0800",,,,,,,,,,,"  217",",,7,0800","  106",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-09-30","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    5",",,7,0800",,,,,"  272",",,7","  206",",,7",,,,,,,"   20",",,7,0800",,,,,,,,,,,"  217",",,7,0800","  126",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-01","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  294",",,7","  211",",,7",,,,,,,"   46",",,7,0800",,,,,,,,,,,"  217",",,7,0800","   77",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-02","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410691","2018-10-03","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  311",",,7","  217",",,7",,,,,,,"   97",",,7,0800",,,,,,,,,,,"  228",",,7,0800","  267",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-04","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  322",",,7","  222",",,7",,,,,,,"   64",",,7,0800",,,,,,,,,,,"  228",",,7,0800","  198",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-05","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  328",",,7","  222",",,7",,,,,,,"   56",",,7,0800",,,,,,,,,,,"  228",",,7,0800","  100",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-06","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  317",",,7","  228",",,7",,,,,,,"   53",",,7,0800",,,,,,,,,,,"  233",",,7,0800","  163",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-07","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  317",",,7","  228",",,7",,,,,,,"   25",",,7,0800",,,,,,,,,,,"  233",",,7,0800","  111",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-08","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  311",",,7","  233",",,7",,,,,,,"   48",",,7,0800",,,,,,,,,,,"  239",",,7,0800","  156",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-09","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   25",",,7,0800",,,,,"  306",",,7","  206",",,7",,,,,,,"    8",",,7,0800",,,,,,,,,,,"  233",",,7,0800","  140",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-10","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00410691","2018-10-11","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  208",",,7,0800",,,,,"  233",",,7","  117",",,7",,,,,,,"   74",",,7,0800",,,,,,,,,,,"  117",",,7,0800","  201",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-12","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  228",",,7","  117",",,7",,,,,,,"   43",",,7,0800",,,,,,,,,,,"  167",",,7,0800","   79",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-13","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  325",",,7,0800",,,,,"  211",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,"  172",",,7,0800","   82",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-14","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  538",",,7,0800",,,,,"  183",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,"  161",",,7,0800","  108",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-15","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  518",",,7,0800",,,,,"  272",",,7","   50",",,7",,,,,,,"  102",",,7,0800",,,,,,,,,,,"   50",",,7,0800","  183",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-16","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  610",",,7,0800",,,,,"   78",",,7","   44",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,,,"   61",",,7,0800","  159",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-17","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  124",",,7,0800",,,,,"  106",",,7","   61",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,,,"  106",",,7,0800","   90",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-18","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  155",",,7,0800",,,,,"  122",",,7","   78",",,7",,,,,,,"    5",",,7,0800",,,,,,,,,,,"  122",",,7,0800","   66",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-19","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  183",",,7,0800",,,,,"  183",",,7","  122",",,7",,,,,,,"   94",",,7,0800",,,,,,,,,,,"  139",",,7,0800","   56",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-20","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  221",",,7,0800",,,,,"  172",",,7","  139",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,,,"  156",",,7,0800","   16",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-21","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  228",",,7","   94",",,7",,,,,,,"   53",",,7,0800",,,,,,,,,,,"  167",",,7,0800","   53",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-22","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  217",",,7","   94",",,7",,,,,,,"   28",",,7,0800",,,,,,,,,,,"   94",",,7,0800","   29",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-23","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  183",",,7","   94",",,7",,,,,,,"   13",",,7,0800",,,,,,,,,,,"  133",",,7,0800","   21",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-24","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  228",",,7","  128",",,7",,,,,,,"   48",",,7,0800",,,,,,,,,,,"  139",",,7,0800","   60",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-25","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  445",",,7,0800",,,,,"  144",",,7","  117",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,,,"  128",",,7,0800","   82",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-26","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  183",",,7","  100",",,7",,,,,,,"    5",",,7,0800",,,,,,,,,,,"  106",",,7,0800","   72",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-27","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  244",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7,0800","   74",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-28","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  300",",,7","  150",",,7",,,,,,,"  300",",,7,0800",,,,,,,,,,,"  172",",,7,0800","   68",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-29","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  306",",,7","  156",",,7",,,,,,,"   41",",,7,0800",,,,,,,,,,,"  156",",,7,0800","   66",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-30","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  289",",,7","  156",",,7",,,,,,,"   36",",,7,0800",,,,,,,,,,,"  206",",,7,0800","  248",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-10-31","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    3",",,7,0800",,,,,"  289",",,7","  161",",,7",,,,,,,"   18",",,7,0800",,,,,,,,,,,"  167",",,7,0800","  224",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-01","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  267",",,7,0800",,,,,"  178",",,7","   89",",,7",,,,,,,"   46",",,7,0800",,,,,,,,,,,"   89",",,7,0800","  171",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-02","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  183",",,7","   78",",,7",,,,,,,"   36",",,7,0800",,,,,,,,,,,"   89",",,7,0800","  130",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-03","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  233",",,7","   89",",,7",,,,,,,"   36",",,7,0800",,,,,,,,,,,"  111",",,7,0800","  153",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-04","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   30",",,7,0800",,,,,"  250",",,7","   94",",,7",,,,,,,"   18",",,7,0800",,,,,,,,,,,"  100",",,7,0800","  241",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-05","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  194",",,7","  100",",,7",,,,,,,"   33",",,7,0800",,,,,,,,,,,"  150",",,7,0800","  111",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-06","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  272",",,7","  111",",,7",,,,,,,"   58",",,7,0800",,,,,,,,,,,"  133",",,7,0800","  122",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-07","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  228",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,"  156",",,7,0800","   79",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-08","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  167",",,7","  128",",,7",,,,,,,"   33",",,7,0800",,,,,,,,,,,"  128",",,7,0800","  126",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-09","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   64",",,7,0800",,,,,"  139",",,7","   67",",,7",,,,,,,"    8",",,7,0800",,,,,,,,,,,"   72",",,7,0800","  111",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-10","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  133",",,7","   17",",,7",,,,,,,"   23",",,7,0800",,,,,,,,,,,"   22",",,7,0800","   77",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-11","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  128",",,7","   22",",,7",,,,,,,"   30",",,7,0800",,,,,,,,,,,"   72",",,7,0800","   61",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-13","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  140",",,7,0800",,,,,"  106",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800","  422",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-14","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"   56",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,"  -33",",,7,0800","  132",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-15","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"   94",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800","   66",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-16","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   10",",,7,0800",,,,,"  200",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"  100",",,7,0800","  183",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-17","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  228",",,7","   61",",,7",,,,,,,"   20",",,7,0800",,,,,,,,,,,"   67",",,7,0800","  174",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-18","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  222",",,7","   44",",,7",,,,,,,"   18",",,7,0800",,,,,,,,,,,"   44",",,7,0800","  219",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-19","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  222",",,7","   11",",,7",,,,,,,"   51",",,7,0800",,,,,,,,,,,"   39",",,7,0800","  140",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-20","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  133",",,7","   22",",,7",,,,,,,"   20",",,7,0800",,,,,,,,,,,"   33",",,7,0800","   29",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-21","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  150",",,7","    0",",,7",,,,,,,"   13",",,7,0800",,,,,,,,,,,"   17",",,7,0800","   37",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-22","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  167",",,7","   17",",,7",,,,,,,"   15",",,7,0800",,,,,,,,,,,"   50",",,7,0800","   27",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-23","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  189",",,7","   50",",,7",,,,,,,"   38",",,7,0800",,,,,,,,,,,"  139",",,7,0800","  192",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-24","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  233",",,7","   78",",,7",,,,,,,"   28",",,7,0800",,,,,,,,,,,"   94",",,7,0800","  209",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-25","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  250",",,7","   94",",,7",,,,,,,"   30",",,7,0800",,,,,,,,,,,"  133",",,7,0800","  275",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-26","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  144",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800","  270",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-27","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  117",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"   50",",,7,0800","  114",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-28","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  200",",,7","   50",",,7",,,,,,,"  127",",,7,0800",,,,,,,,,,,"   61",",,7,0800","  219",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-29","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  228",",,7","   61",",,7",,,,,,,"   33",",,7,0800",,,,,,,,,,,"  122",",,7,0800","  328",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-11-30","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  267",",,7","  122",",,7",,,,,,,"   36",",,7,0800",,,,,,,,,,,"  178",",,7,0800","  283",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-01","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   38",",,7,0800",,,,,"  244",",,7","  139",",,7",,,,,,,"   10",",,7,0800",,,,,,,,,,,"  139",",,7,0800","  349",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-02","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  211",",,7","   67",",,7",,,,,,,"   48",",,7,0800",,,,,,,,,,,"   67",",,7,0800","  269",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-03","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  156",",,7","   67",",,7",,,,,,,"   46",",,7,0800",,,,,,,,,,,"   72",",,7,0800","   60",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-04","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  128",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800","   69",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-05","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"   89",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800","   45",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-06","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  133",",,7","  -17",",,7",,,,,,,"   58",",,7,0800",,,,,,,,,,,"  100",",,7,0800","  142",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-07","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   58",",,7,0800",,,,,"  111",",,7","   72",",,7",,,,,,,"    8",",,7,0800",,,,,,,,,,,"   78",",,7,0800","   85",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-08","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","  279",",,7,0800",,,,,"   78",",,7","   39",",,7",,,,,,,"   30",",,7,0800",,,,,,,,,,,"   39",",,7,0800","  146",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-09","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   46",",,7,0800",,,,,"   44",",,7","   22",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,,,"   28",",,7,0800","  203",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-10","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  100",",,7","    6",",,7",,,,,,,"   20",",,7,0800",,,,,,,,,,,"   22",",,7,0800","   93",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-11","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  156",",,7","   22",",,7",,,,,,,"   15",",,7,0800",,,,,,,,,,,"   39",",,7,0800","   79",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-12","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  161",",,7","   39",",,7",,,,,,,"   28",",,7,0800",,,,,,,,,,,"   94",",,7,0800","  240",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-13","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    5",",,7,0800",,,,,"  178",",,7","   94",",,7",,,,,,,"    5",",,7,0800",,,,,,,,,,,"  150",",,7,0800","  262",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-14","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   23",",,7,0800",,,,,"  178",",,7","   39",",,7",,,,,,,"   25",",,7,0800",,,,,,,,,,,"   44",",,7,0800","  233",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-15","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  106",",,7","   17",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,,,"   72",",,7,0800","  257",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-16","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","   10",",,7,0800",,,,,"  172",",,7","   17",",,7",,,,,,,"   20",",,7,0800",,,,,,,,,,,"   72",",,7,0800","  105",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-17","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  178",",,7","   56",",,7",,,,,,,"   43",",,7,0800",,,,,,,,,,,"   61",",,7,0800","   87",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-18","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  144",",,7","    6",",,7",,,,,,,"    8",",,7,0800",,,,,,,,,,,"    6",",,7,0800","   27",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-19","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    5",",,7,0800",,,,,"  194",",,7","    6",",,7",,,,,,,"   13",",,7,0800",,,,,,,,,,,"  117",",,7,0800","   95",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-20","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    5",",,7,0800",,,,,"  139",",,7","   78",",,7",,,,,,,"    8",",,7,0800",,,,,,,,,,,"   78",",,7,0800","  106",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-21","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  144",",,7","   78",",,7",,,,,,,"    8",",,7,0800",,,,,,,,,,,"   83",",,7,0800","   68",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-22","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  167",",,7","   33",",,7",,,,,,,"   13",",,7,0800",,,,,,,,,,,"   56",",,7,0800","  426",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-23","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  172",",,7","   50",",,7",,,,,,,"   20",",,7,0800",,,,,,,,,,,"   56",",,7,0800","  135",",,7",,,,,,,,,,,,,,,,
"USC00410691","2018-12-24","32.6475","-97.4439","240.8","BENBROOK DAM, TX US","    0",",,7,0800",,,,,"  156",",,7","   11",",,7",,,,,,,"   84",",,7,0800",,,,,,,,,,,"   17",",,7,0800","   64",",,7",,,,,,,,,,,,,,,,
