"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"UKW00035047","2018-11-25","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,,,,,,,"   72","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-11-26","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,,,,,,,"   70","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-11-27","51.35","1.36667","44.2","MANSTON, ENG UK","   10",",,S",,,,,"   91",",,S",,,,,"   68","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-11-28","51.35","1.36667","44.2","MANSTON, ENG UK","   30",",,S",,,,,"  132",",,S","   72",",,S",,,"  114","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-11-29","51.35","1.36667","44.2","MANSTON, ENG UK","   28",",,S",,,,,,,,,,,"  114","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-11-30","51.35","1.36667","44.2","MANSTON, ENG UK","   71",",,S",,,,,,,,,,,"   84","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-01","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   52",",,S",,,"   97","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-02","51.35","1.36667","44.2","MANSTON, ENG UK","   79",",,S",,,,,,,"  120",",,S",,,"  133","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-03","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,"  145",",,S",,,,,"  111","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-04","51.35","1.36667","44.2","MANSTON, ENG UK","   41",",,S",,,,,,,"   17",",,S",,,"   54","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-05","51.35","1.36667","44.2","MANSTON, ENG UK","   33",",,S",,,,,,,"   60",",,S",,,"   98","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-06","51.35","1.36667","44.2","MANSTON, ENG UK","   18",",,S",,,,,,,"   94",",,S",,,"  116","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-07","51.35","1.36667","44.2","MANSTON, ENG UK","   10",",,S",,,,,,,,,,,"   98","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-08","51.35","1.36667","44.2","MANSTON, ENG UK","   84",",,S",,,,,"  115",",,S","   57",",,S",,,"   93","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-09","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,,,,,,,"   85","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-10","51.35","1.36667","44.2","MANSTON, ENG UK","    8",",,S",,,,,,,,,,,"   67","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-11","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   52","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-12","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   30",",,S",,,"   53","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-13","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   36","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-14","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   31","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-15","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"    0",",,S",,,"   15","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-16","51.35","1.36667","44.2","MANSTON, ENG UK","   74",",,S",,,,,,,"   19",",,S",,,"   63","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-17","51.35","1.36667","44.2","MANSTON, ENG UK","   23",",,S",,,,,,,,,,,"   69","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-18","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   66",",,S",,,"   86","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-19","51.35","1.36667","44.2","MANSTON, ENG UK","   41",",,S",,,,,,,,,,,"   76","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-20","51.35","1.36667","44.2","MANSTON, ENG UK","   71",",,S",,,,,,,"   53",",,S",,,"   79","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-21","51.35","1.36667","44.2","MANSTON, ENG UK","   46",",,S",,,,,,,"   81",",,S",,,"  110","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-22","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,,,,,"   92","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-23","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   67",",,S",,,"   88","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-24","51.35","1.36667","44.2","MANSTON, ENG UK","   53",",,S",,,,,,,,,,,"   62","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-25","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   28",",,S",,,"   48","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-26","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,,,,,"   63","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-27","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   37","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-28","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"    7",",,S",,,"   61","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-29","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   52",",,S",,,"   88","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-30","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   47",",,S",,,"   77","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2018-12-31","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   83","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-01","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   57",",,S",,,"   76","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-02","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   52","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-03","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   34",",,S",,,"   47","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-04","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"    8",",,S",,,"   29","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-05","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   38",",,S",,,"   45","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-06","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   39",",,S",,,"   61","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-07","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   61",",,S",,,"   83","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-08","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   54",",,S",,,"   69","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-09","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   46","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-10","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   33",",,S",,,"   39","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-11","51.35","1.36667","44.2","MANSTON, ENG UK","   15",",,S",,,,,,,"   38",",,S",,,"   63","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-12","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   55",",,S",,,"   77","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-13","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   99","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-14","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   64","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-15","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   23",",,S",,,"   58","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-16","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"   82",",,S",,,,,"   68","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-17","51.35","1.36667","44.2","MANSTON, ENG UK","   38",",,S",,,,,,,,,,,"   32","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-18","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,,,,,"   22","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-19","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"    9",",,S",,,"   23","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-20","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   19","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-21","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"    8","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-22","51.35","1.36667","44.2","MANSTON, ENG UK","   33",",,S",,,,,,,"   -6",",,S",,,"   36","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-23","51.35","1.36667","44.2","MANSTON, ENG UK","   43",",,S",,,"   10",",,S",,,"    2",",,S",,,"   17","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-24","51.35","1.36667","44.2","MANSTON, ENG UK","   18",",,S",,,,,,,"  -21",",,S",,,"   12","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-25","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   13",",,S",,,"   54","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-26","51.35","1.36667","44.2","MANSTON, ENG UK","   15",",,S",,,,,,,"   49",",,S",,,"   74","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-27","51.35","1.36667","44.2","MANSTON, ENG UK","   10",",,S",,,,,,,,,,,"   55","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-28","51.35","1.36667","44.2","MANSTON, ENG UK","   20",",,S",,,,,,,,,,,"   28","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-29","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"  -29",",,S",,,"   13","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-30","51.35","1.36667","44.2","MANSTON, ENG UK","   43",",,S",,,,,,,,,,,"   14","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-01-31","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"   46",",,S","  -41",",,S",,,"   -1","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-01","51.35","1.36667","44.2","MANSTON, ENG UK","   10",",,S",,,,,,,"    3",",,S",,,"   29","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-02","51.35","1.36667","44.2","MANSTON, ENG UK","   76",",,S",,,,,"   39",",,S","   19",",,S",,,"   27","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-03","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   19","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-04","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"    4",",,S",,,"   57","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-05","51.35","1.36667","44.2","MANSTON, ENG UK","   23",",,S",,,,,,,"   36",",,S",,,"   57","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-06","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,,,"   45",",,S",,,"   84","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-07","51.35","1.36667","44.2","MANSTON, ENG UK","   43",",,S",,,,,,,,,,,"   78","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-08","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"  101",",,S","   57",",,S",,,"   87","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-09","51.35","1.36667","44.2","MANSTON, ENG UK","   28",",,S",,,,,"  106",",,S",,,,,"   81","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-10","51.35","1.36667","44.2","MANSTON, ENG UK","   18",",,S",,,,,,,,,,,"   54","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-11","51.35","1.36667","44.2","MANSTON, ENG UK","   15",",,S",,,,,,,"   14",",,S",,,"   40","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-12","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   19",",,S",,,"   61","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-13","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   66","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-14","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   20",",,S",,,"   55","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-15","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   34",",,S",,,"   69","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-16","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   42",",,S",,,"   77","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-17","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   47",",,S",,,"   84","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-18","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,,,,,"   82","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-19","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   34",",,S",,,"   63","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-20","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   40",",,S",,,"   70","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-21","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   45",",,S",,,"   85","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-22","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   34",",,S",,,"   64","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-23","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,,,,,,,"   80","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-24","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   31",",,S",,,"   71","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-25","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   30",",,S",,,"   80","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-26","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   30",",,S",,,"   89","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-27","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   66",",,S",,,"  102","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-02-28","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   60",",,S",,,"   91","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-01","51.35","1.36667","44.2","MANSTON, ENG UK","   33",",,S",,,,,,,,,,,"   75","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-02","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"  133",",,S","   56",",,S",,,"   94","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-03","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"  122",",,S",,,,,"  108","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-04","51.35","1.36667","44.2","MANSTON, ENG UK","   94",",,S",,,,,,,,,,,"   66","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-05","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,,,"   31",",,S",,,"   73","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-06","51.35","1.36667","44.2","MANSTON, ENG UK","   23",",,S",,,,,"  116",",,S","   82",",,S",,,"   99","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-07","51.35","1.36667","44.2","MANSTON, ENG UK","    5",",,S",,,,,"  117",",,S",,,,,"   86","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-08","51.35","1.36667","44.2","MANSTON, ENG UK","   15",",,S",,,,,,,"   32",",,S",,,"   73","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-09","51.35","1.36667","44.2","MANSTON, ENG UK","   13",",,S",,,,,"  140",",,S",,,,,"   93","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-10","51.35","1.36667","44.2","MANSTON, ENG UK","   61",",,S",,,,,"  115",",,S",,,,,"   76","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-11","51.35","1.36667","44.2","MANSTON, ENG UK","   18",",,S",,,,,,,"   16",",,S",,,"   57","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-12","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,"   91",",,S",,,,,"   67","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-13","51.35","1.36667","44.2","MANSTON, ENG UK","   86",",,S",,,,,"  111",",,S","   35",",,S",,,"   76","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-14","51.35","1.36667","44.2","MANSTON, ENG UK","   10",",,S",,,,,"  133",",,S","   59",",,S",,,"   90","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-15","51.35","1.36667","44.2","MANSTON, ENG UK","   69",",,S",,,,,"  149",",,S","   80",",,S",,,"  117","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-16","51.35","1.36667","44.2","MANSTON, ENG UK","   23",",,S",,,,,"  115",",,S","   88",",,S",,,"  103","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-17","51.35","1.36667","44.2","MANSTON, ENG UK","   13",",,S",,,,,,,,,,,"   58","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-18","51.35","1.36667","44.2","MANSTON, ENG UK","   13",",,S",,,,,,,"   29",",,S",,,"   65","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-19","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   24",",,S",,,"   77","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-20","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   67",",,S",,,"   94","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-21","51.35","1.36667","44.2","MANSTON, ENG UK","    0","B,,S",,,,,,,"   81",",,S",,,"   99","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-22","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   76",",,S",,,"   91","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-23","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   78","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-24","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   17",",,S",,,"   69","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-25","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   44",",,S",,,"   76","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-26","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   10",",,S",,,"   66","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-27","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   54",",,S",,,"   83","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-28","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   85","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-29","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   22",",,S",,,"   86","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-30","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   48",",,S",,,"  102","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-03-31","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   83","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-01","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   74","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-02","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,,,,,"   57","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-03","51.35","1.36667","44.2","MANSTON, ENG UK","   36",",,S",,,,,,,"   10",",,S",,,"   37","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-04","51.35","1.36667","44.2","MANSTON, ENG UK","   61",",,S",,,,,,,"   12",",,S",,,"   63","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-05","51.35","1.36667","44.2","MANSTON, ENG UK","    3",",,S",,,,,,,"   59",",,S",,,"   86","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-06","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   60",",,S",,,"   82","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-07","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   70",",,S",,,"   89","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-08","51.35","1.36667","44.2","MANSTON, ENG UK","   15",",,S",,,,,,,"   74",",,S",,,"   93","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-09","51.35","1.36667","44.2","MANSTON, ENG UK","   23",",,S",,,,,,,,,,,"   85","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-10","51.35","1.36667","44.2","MANSTON, ENG UK","    8",",,S",,,,,,,,,,,"   73","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-11","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   43",",,S",,,"   64","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-12","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   43",",,S",,,"   65","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-13","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   30",",,S",,,"   53","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-14","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   32",",,S",,,"   59","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-15","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   52",",,S",,,"   83","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-16","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   76",",,S",,,"  103","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-17","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   51",",,S",,,"   96","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-18","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   88",",,S",,,"  131","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-19","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   71",",,S",,,"  119","H,,S",,,,,,,,,,,,,,,,,,,,,,
"UKW00035047","2019-04-20","51.35","1.36667","44.2","MANSTON, ENG UK","    0",",,S",,,,,,,"   76",",,S",,,"  115","H,,S",,,,,,,,,,,,,,,,,,,,,,
