"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00457941","2018-12-18","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","  127",",,7,2400","    0",",,7,","    0",",,7,2400","   83",",,7","   28",",,7",,,,,,,,,,,"   28",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2018-12-19","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","   39",",,7","    0",",,7",,,,,,,,,,,"   17",",,7,2400",,,,,"  -11",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2018-12-20","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   20",",,7,2400","    0",",,7,","    0",",,7,2400","   83",",,7","   11",",,7",,,,,,,,,,,"   22",",,7,2400",,,,,"   -6",",,7","    0",",,7",,,,,,,,,,
"USC00457941","2018-12-21","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","   28",",,7","  -44",",,7",,,,,,,,,,,"  -39",",,7,2400",,,,,"   -6",",,7","   11",",,7",,,,,,,,,,
"USC00457941","2018-12-22","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","    0","T,,7,2400","   -6",",,7","  -72",",,7",,,,,,,,,,,"  -11",",,7,2400",,,,,"   -6",",,7","    0",",,7",,,,,,,,,,
"USC00457941","2018-12-23","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   36",",,7,2400","   33",",,7,","   25",",,7,2400","   22",",,7","  -17",",,7",,,,,,,,,,,"    6",",,7,2400",,,,,"   -6",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2018-12-24","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","    0","T,,7,2400","    6",",,7","  -22",",,7",,,,,,,,,,,"  -22",",,7,2400",,,,,"   -6",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2018-12-25","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0","T,,7,2400","   -6",",,7","  -39",",,7",,,,,,,,,,,"  -28",",,7,2400",,,,,"   -6",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2018-12-26","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   61",",,7,2400","   64",",,7,","   76",",,7,2400","  -17",",,7","  -39",",,7",,,,,,,,,,,"  -22",",,7,2400",,,,,"   -6",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2018-12-27","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","   76",",,7,2400","  -22",",,7","  -61",",,7",,,,,,,,,,,"  -44",",,7,2400",,,,,"   -6",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2018-12-28","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   51",",,7,2400","   64",",,7,","  127",",,7,2400","  -11",",,7","  -61",",,7",,,,,,,,,,,"  -11",",,7,2400",,,"  305",",,7","   -6",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2018-12-29","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   10",",,7,2400","    8",",,7,","    0",",,7,2400","   56",",,7","  -11",",,7",,,,,,,,,,,"   39",",,7,2400",,,,,"   -6",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2018-12-30","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   10",",,7,2400","   10",",,7,","    0","T,,7,2400","   44",",,7","  -28",",,7",,,,,,,,,,,"  -28",",,7,2400",,,,,"   -6",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2018-12-31","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","   -6",",,7","  -83",",,7",,,,,,,,,,,"  -33",",,7,2400",,,,,"   -6",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2019-01-01","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","    0",",,7,2400","  -11",",,7","  -78",",,7",,,,,,,,,,,"  -72",",,7,2400",,,,,"  -11",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2019-01-02","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","   11",",,7","  -83",",,7",,,,,,,,,,,"   11",",,7,2400",,,,,"  -22",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-03","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   18",",,7,2400","    0","T,,7,","    0",",,7,2400","   33",",,7","    6",",,7",,,,,,,,,,,"   33",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-04","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","   72",",,7","    0",",,7",,,,,,,,,,,"    6",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-05","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0",",,7,","    0",",,7,2400","   67",",,7","  -22",",,7",,,,,,,,,,,"   67",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-06","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    3",",,7,2400","    3",",,7,","    0","T,,7,2400","   72",",,7","  -11",",,7",,,,,,,,,,,"    6",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-07","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","    0",",,7,2400","   39",",,7","  -61",",,7",,,,,,,,,,,"  -50",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-08","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   89",",,7,2400","   13",",,7,","    0","T,,7,2400","   -6",",,7","  -67",",,7",,,,,,,,,,,"   -6",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-09","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   74",",,7,2400","    0",",,7,","    0","T,,7,2400","   11",",,7","   -6",",,7",,,,,,,,,,,"    6",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-10","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","    0",",,7,2400","   61",",,7","  -28",",,7",,,,,,,,,,,"    0",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-11","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","   22",",,7","  -11",",,7",,,,,,,,,,,"   -6",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-12","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","   17",",,7","  -39",",,7",,,,,,,,,,,"  -33",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-13","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","    0",",,7","  -56",",,7",,,,,,,,,,,"  -50",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-14","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","   -6",",,7","  -67",",,7",,,,,,,,,,,"  -67",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-15","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  -17",",,7","  -83",",,7",,,,,,,,,,,"  -39",",,7,2400",,,,,"  -17",",,7","   -6",",,7",,,,,,,,,,
"USC00457941","2019-01-16","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","    6",",,7","  -44",",,7",,,,,,,,,,,"  -11",",,7,2400",,,,,"  -17",",,7","  -17",",,7",,,,,,,,,,
"USC00457941","2019-01-17","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   84",",,7,2400","    0","T,,7,","    0",",,7,2400","    6",",,7","  -11",",,7",,,,,,,,,,,"    6",",,7,2400",,,,,"  -17",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-18","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0",",,7,","    0",",,7,2400","   39",",,7","    6",",,7",,,,,,,,,,,"   17",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-19","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   36",",,7,2400","    0","T,,7,","    0",",,7,2400","   44",",,7","    6",",,7",,,,,,,,,,,"   11",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-20","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    5",",,7,2400","    0","T,,7,","    0",",,7,2400","   17",",,7","  -22",",,7",,,,,,,,,,,"  -22",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-21","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","   22",",,7","  -50",",,7",,,,,,,,,,,"  -50",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-22","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","  122",",,7,2400","  114",",,7,","  127",",,7,2400","   11",",,7","  -50",",,7",,,,,,,,,,,"    0",",,7,2400",,,"  127",",,7","  -50",",,7","   11",",,7",,,,,,,,,,
"USC00457941","2019-01-23","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   18",",,7,2400","   13",",,7,","   76",",,7,2400","   33",",,7","  -72",",,7",,,,,,,,,,,"  -72",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-24","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","   76",",,7,2400","   17",",,7"," -100",",,7",,,,,,,,,,,"  -17",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-25","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","   76",",,7,2400","    0",",,7","  -17",",,7",,,,,,,,,,,"  -17",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-26","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","   76",",,7,2400","    6",",,7","  -44",",,7",,,,,,,,,,,"  -11",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-27","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","   76",",,7,2400","   -6",",,7","  -56",",,7",,,,,,,,,,,"  -33",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-28","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","   76",",,7,2400","  -17",",,7","  -89",",,7",,,,,,,,,,,"  -39",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-29","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","   76",",,7,2400","   11",",,7","  -94",",,7",,,,,,,,,,,"  -94",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-30","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","   76",",,7,2400","  -33",",,7"," -117",",,7",,,,,,,,,,,"  -33",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-01-31","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","   76",",,7,2400","   -6",",,7","  -50",",,7",,,,,,,,,,,"  -44",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-01","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   30",",,7,2400","    0",",,7,","   51",",,7,2400","   -6",",,7","  -50",",,7",,,,,,,,,,,"  -44",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-02","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    3",",,7,2400","    0",",,7,","    0",",,7,2400","   33",",,7","  -56",",,7",,,,,,,,,,,"   33",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-03","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   15",",,7,2400","    0","T,,7,","    0",",,7,2400","   33",",,7","  -44",",,7",,,,,,,,,,,"  -44",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-04","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  -39",",,7","  -72",",,7",,,,,,,,,,,"  -50",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-05","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   10",",,7,2400","   25",",,7,","   25",",,7,2400","  -50",",,7","  -72",",,7",,,,,,,,,,,"  -72",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-06","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0","T,,7,2400","  -56",",,7"," -161",",,7",,,,,,,,,,," -156",",,7,2400",,,,,"  -17",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-07","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0","T,,7,2400","  -44",",,7"," -172",",,7",,,,,,,,,,,"  -67",",,7,2400",,,,,"  -39",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-08","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   48",",,7,2400","  147",",,7,","  127",",,7,2400","  -44",",,7","  -67",",,7",,,,,,,,,,,"  -50",",,7,2400",,,"   51",",,7","  -28",",,7","  -17",",,7",,,,,,,,,,
"USC00457941","2019-02-09","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   23",",,7,2400","   18",",,7,","   76",",,7,2400","  -50",",,7"," -122",",,7",,,,,,,,,,," -122",",,7,2400",,,"   76",",,7","  -17",",,7","  -17",",,7",,,,,,,,,,
"USC00457941","2019-02-10","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   43",",,7,2400","   89",",,7,","  152",",,7,2400"," -100",",,7"," -150",",,7",,,,,,,,,,," -111",",,7,2400",,,"  127",",,7","  -22",",,7","  -17",",,7",,,,,,,,,,
"USC00457941","2019-02-11","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   84",",,7,2400","  152",",,7,","  203",",,7,2400","  -67",",,7"," -167",",,7",,,,,,,,,,,"  -67",",,7,2400",,,"  229",",,7","  -22",",,7","  -17",",,7",,,,,,,,,,
"USC00457941","2019-02-12","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   33",",,7,2400","   53",",,7,","  279",",,7,2400","   17",",,7","  -67",",,7",,,,,,,,,,,"  -28",",,7,2400",,,"  279",",,7","  -17",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-13","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    5",",,7,","  229",",,7,2400","    0",",,7"," -150",",,7",,,,,,,,,,,"  -94",",,7,2400",,,"  279",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-14","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   66",",,7,2400","   48",",,7,","  254",",,7,2400","    6",",,7"," -106",",,7",,,,,,,,,,,"  -22",",,7,2400",,,"  356",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-15","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US",,,"   36",",,7,","  254",",,7,2400","    0",",,7","  -28",",,7",,,,,,,,,,,"  -28",",,7,2400",,,"  381",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-16","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","  254",",,7,2400","    0",",,7","  -33",",,7",,,,,,,,,,,"  -17",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-17","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   13",",,7,2400","   25",",,7,","  254",",,7,2400","  -17",",,7","  -94",",,7",,,,,,,,,,,"  -83",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-18","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  254",",,7,2400","  -56",",,7"," -206",",,7",,,,,,,,,,," -139",",,7,2400",,,"  356",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-19","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    8",",,7,2400","   20",",,7,","  229",",,7,2400","  -50",",,7"," -178",",,7",,,,,,,,,,,"  -67",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-20","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    3",",,7,2400","    8",",,7,","  254",",,7,2400","  -17",",,7","  -78",",,7",,,,,,,,,,,"  -78",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-21","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",I,7,2400","    6",",,7"," -167",",,7",,,,,,,,,,," -128",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-22","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   18",",,7,2400","   33",",I,7,","  254",",I,7,2400","  -22",",,7"," -128",",,7",,,,,,,,,,,"  -50",",,7,2400",,,"  483",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-23","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  254",",,7,2400","  -17",",,7"," -122",",,7",,,,,,,,,,,"  -83",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-24","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  229",",,7,2400","  -11",",,7"," -156",",,7",,,,,,,,,,," -156",",,7,2400",,,"  457",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-25","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  203",",,7,2400","  -56",",,7"," -156",",,7",,,,,,,,,,," -100",",,7,2400",,,"  330",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-26","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  178",",,7,2400","  -61",",,7"," -144",",,7",,,,,,,,,,,"  -83",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-27","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   36",",,7,2400","   36",",,7,","  203",",,7,2400","  -33",",,7","  -83",",,7",,,,,,,,,,,"  -44",",,7,2400",,,"  635",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-02-28","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   41",",,7,2400","   51",",,7,","  229",",,7,2400","  -33",",,7"," -172",",,7",,,,,,,,,,," -167",",,7,2400",,,"  584",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-01","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  203",",,7,2400","  -33",",,7"," -172",",,7",,,,,,,,,,," -167",",,7,2400",,,"  508",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-02","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  203",",,7,2400","  -56",",,7"," -167",",,7",,,,,,,,,,," -111",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-03","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  203",",,7,2400","  -61",",,7"," -161",",,7",,,,,,,,,,," -150",",,7,2400",,,"  508",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-04","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  203",",,7,2400","  -17",",,7"," -206",",,7",,,,,,,,,,," -122",",,7,2400",,,"  483",",,7","  -22",",,7","  -17",",,7",,,,,,,,,,
"USC00457941","2019-03-05","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  203",",,7,2400","   28",",,7"," -128",",,7",,,,,,,,,,,"  -44",",,7,2400",,,,,"  -22",",,7","  -17",",,7",,,,,,,,,,
"USC00457941","2019-03-06","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   25",",,7,2400","    8",",,7,","  178",",,7,2400","   44",",,7","  -61",",,7",,,,,,,,,,,"  -50",",,7,2400",,,,,"  -17",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-07","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","  152",",,7,2400","    6",",,7"," -106",",,7",,,,,,,,,,,"  -94",",,7,2400",,,"  508",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-08","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","  152",",,7,2400","    6",",,7"," -128",",,7",,,,,,,,,,,"  -44",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-09","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  152",",,7,2400","    6",",,7"," -106",",,7",,,,,,,,,,," -100",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-10","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  152",",,7,2400","    0",",,7"," -156",",,7",,,,,,,,,,,"  -78",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-11","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  152",",,7,2400","   28",",,7","  -94",",,7",,,,,,,,,,,"  -17",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-12","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   76",",,7,2400","   89",",,7,","  203",",,7,2400","   11",",,7","  -33",",,7",,,,,,,,,,,"  -22",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-13","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0","T,,7,","  178",",,7,2400","   22",",,7"," -117",",,7",,,,,,,,,,,"  -89",",,7,2400",,,"  737",",,7","  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-14","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  178",",,7,2400","   33",",,7"," -117",",,7",,,,,,,,,,,"  -56",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-15","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","  178",",,7,2400","   56",",,7","  -83",",,7",,,,,,,,,,,"  -39",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
"USC00457941","2019-03-16","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",I,7,2400","   78",",,7","  -61",",,7",,,,,,,,,,,"  -11",",,7,2400",,,,,"  -11",",,7","  -11",",,7",,,,,,,,,,
