"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00126830","2018-12-21","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   38",",,7,0900","    0",",,7,0900","    0",",,7,0900","  106",",,7","   39",",,7",,,,,,,,,"   44",",,7,0900","   61",",,7","   50",",,7","   78",",,7","   67",",,7",,,,,,,,,,,,
"USC00126830","2018-12-22","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","    0",",,7,0900","   44",",,7","  -11",",,7",,,,,,,,,"    0",",,7,0900","   28",",,7","   33",",,7","   61",",,7","   61",",,7",,,,,,,,,,,,
"USC00126830","2018-12-23","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   61",",,7","  -11",",,7",,,,,,,,,"    0",",,7,0900","   28",",,7","   33",",,7","   61",",,7","   50",",,7",,,,,,,,,,,,
"USC00126830","2018-12-24","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   44",",,7","  -44",",,7",,,,,,,,,"  -39",",,7,0900","   17",",,7","   22",",,7","   56",",,7","   39",",,7",,,,,,,,,,,,
"USC00126830","2018-12-25","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   61",",,7","  -61",",,7",,,,,,,,,"   17",",,7,0900","   22",",,7","   28",",,7","   50",",,7","   28",",,7",,,,,,,,,,,,
"USC00126830","2018-12-26","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  100",",,7","  -50",",,7",,,,,,,,,"  -33",",,7,0900","   22",",,7","   28",",,7","   89",",,7","   61",",,7",,,,,,,,,,,,
"USC00126830","2018-12-27","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   94",",,7","  -44",",,7",,,,,,,,,"   61",",,7,0900","   22",",,7","   11",",,7","   67",",,7","   44",",,7",,,,,,,,,,,,
"USC00126830","2018-12-28","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  155",",,7,0900","    0",",,7,0900","    0",",,7,0900","  133",",,7","   39",",,7",,,,,,,,,"  100",",,7,0900","   44",",,7","   44",",,7","   89",",,7","   78",",,7",,,,,,,,,,,,
"USC00126830","2018-12-29","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  100",",,7","  -33",",,7",,,,,,,,,"  -11",",,7,0900","   28",",,7","   33",",,7","   89",",,7","   83",",,7",,,,,,,,,,,,
"USC00126830","2018-12-30","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  -11",",,7","  -56",",,7",,,,,,,,,"  -44",",,7,0900","   17",",,7","   22",",,7","   33",",,7","   33",",,7",,,,,,,,,,,,
"USC00126830","2018-12-31","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  163",",,7,0900","    0",",,7,0900","    0",",,7,0900","   44",",,7","  -56",",,7",,,,,,,,,"   44",",,7,0900","   22",",,7","   22",",,7","   33",",,7","   33",",,7",,,,,,,,,,,,
"USC00126830","2019-01-01","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  244",",,7,0900","    0",",,7,0900","    0",",,7,0900","  111",",,7","   22",",,7",,,,,,,,,"   28",",,7,0900","   22",",,7","   22",",,7","   33",",,7","   33",",,7",,,,,,,,,,,,
"USC00126830","2019-01-02","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","   33",",,7","    6",",,7",,,,,,,,,"   11",",,7,0900","   39",",,7","   39",",,7","   50",",,7","   50",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-01-03","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","    0",",,7,0900","   11",",,7","  -39",",,7",,,,,,,,,"  -33",",,7,0900","   17",",,7","   22",",,7","   39",",,7","   39",",,7",,,,,,,,,,,,
"USC00126830","2019-01-04","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   56",",,7","  -44",",,7",,,,,,,,,"  -28",",,7,0900","   17",",,7","   22",",,7","   56",",,7","   33",",,7",,,,,,,,,,,,
"USC00126830","2019-01-05","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   61",",,7","  -39",",,7",,,,,,,,,"   -6",",,7,0900","   17",",,7","   22",",,7","   39",",,7","   28",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-01-06","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  117",",,7","  -28",",,7",,,,,,,,,"    0",",,7,0900","   22",",,7","   17",",,7","   83",",,7","   50",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-01-07","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   94",",,7","  -11",",,7",,,,,,,,,"   89",",,7,0900","   28",",,7","   33",",,7","   72",",,7","   61",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-01-08","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   15",",,7,0900","    0",",,7,0900","    0",",,7,0900","  139",",,7","   83",",,7",,,,,,,,,"   89",",,7,0900","   61",",,7","   56",",,7","   83",",,7","   78",",,7",,,,,,,,,,,,
"USC00126830","2019-01-09","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  100",",,7","  -50",",,7",,,,,,,,,"  -44",",,7,0900","   28",",,7","   33",",,7","   83",",,7","   83",",,7",,,,,,,,,,,,
"USC00126830","2019-01-10","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","    0",",,7,0900","  -39",",,7","  -94",",,7",,,,,,,,,"  -89",",,7,0900","    0",",,7","   11",",,7","   28",",,7","   33",",,7",,,,,,,,,,,,
"USC00126830","2019-01-11","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  -11",",,7","  -89",",,7",,,,,,,,,"  -67",",,7,0900","    0",",,7","   11",",,7","    0",",,7","   11",",,7",,,,,,,,,,,,
"USC00126830","2019-01-12","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   58",",,7,0900","   53",",,7,0900","   51",",,7,0900","    0",",,7","  -72",",,7",,,,,,,,,"  -11",",,7,0900","    0",",,7","   11",",,7","    0",",,7","   11",",,7",,,,,,,,,,,,
"USC00126830","2019-01-13","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   66",",,7,0900","   58",",,7,0900","  102",",,7,0900","    0",",,7","  -39",",,7",,,,,,,,,"  -17",",,7,0900","    0",",,7","   11",",,7","    0",",,7","   11",",,7",,,,,,,,,,,,
"USC00126830","2019-01-14","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","  102",",,7,0900","   -6",",,7"," -128",",,7",,,,,,,,," -111",",,7,0900","    0",",,7","   11",",,7","    0",",,7","   11",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-01-15","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","  102",",,7,0900","  -22",",,7"," -139",",,7",,,,,,,,,"  -22",",,7,0900","    0",",,7","   11",",,7","    6",",,7","   11",",,7","    1",",,7",,,,,,,"    1",",,7",,
"USC00126830","2019-01-16","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    3",",,7,0900","    0","T,,7,0900","   76",",,7,0900","    6",",,7","  -33",",,7",,,,,,,,,"    6",",,7,0900","    0",",,7","   11",",,7","   11",",,7","   17",",,7","    1",",,7",,,,,,,"    1",",,7",,
"USC00126830","2019-01-17","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   46",",,7,0900","    5",",,7,0900","   76",",,7,0900","   22",",,7","    0",",,7",,,,,,,,,"    6",",,7,0900","   11",",,7","   17",",,7","   11",",,7","   17",",,7",,,,,,,,,,,,
"USC00126830","2019-01-18","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   25",",,7,0900","    0",",,7,0900","   51",",,7,0900","   22",",,7","   -6",",,7",,,,,,,,,"    0",",,7,0900","   11",",,7","   17",",,7","   11",",,7","   17",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-01-19","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   64",",,7,0900","    8",",,7,0900","   51",",,7,0900","   22",",,7","   -6",",,7",,,,,,,,,"    6",",,7,0900","   11",",,7","   17",",,7","   11",",,7","   17",",,7",,,,,,,,,,,,
"USC00126830","2019-01-20","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   25",",,7,0900","    8",",,7,0900","   51",",,7,0900","    6",",,7"," -128",",,7",,,,,,,,," -111",",,7,0900","   11",",,7","   17",",,7","   17",",,7","   17",",,7",,,,,,,,,,,,
"USC00126830","2019-01-21","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","   51",",,7,0900","  -72",",,7"," -178",",,7",,,,,,,,," -167",",,7,0900","   11",",,7","    6",",,7","   11",",,7","   17",",,7",,,,,,,,,,,,
"USC00126830","2019-01-22","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","   51",",,7,0900","  -56",",,7"," -178",",,7",,,,,,,,,"  -56",",,7,0900","    6",",,7","    6",",,7","   11",",,7","   11",",,7",,,,,,,,,,,,
"USC00126830","2019-01-23","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  312",",,7,0900","    0",",,7,0900","    0","T,,7,0900","   61",",,7","  -67",",,7",,,,,,,,,"   56",",,7,0900","    6",",,7","    6",",,7","    6",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-01-24","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   58",",,7,0900","    0",",,7,0900","    0",",,7,0900","   78",",,7"," -111",",,7",,,,,,,,,"  -78",",,7,0900","    6",",,7","    6",",,7","    6",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-01-25","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","    0","T,,7,0900","  -33",",,7"," -161",",,7",,,,,,,,," -161",",,7,0900","  -17",",,7","  -11",",,7","   11",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-01-26","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    5",",,7,0900","   18",",,7,0900","   25",",,7,0900","  -61",",,7"," -167",",,7",,,,,,,,," -133",",,7,0900","  -11",",,7","   -6",",,7","    0",",,7","   -6",",,7",,,,,,,,,,,,
"USC00126830","2019-01-27","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   10",",,7,0900","   18",",,7,0900","   25",",,7,0900","    0",",,7"," -167",",,7",,,,,,,,," -156",",,7,0900","    0",",,7","   -6",",,7","    0",",,7","    0",",,7",,,,,,,,,,,,
"USC00126830","2019-01-28","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","   25",",,7,0900","    6",",,7"," -178",",,7",,,,,,,,,"    6",",,7,0900","    0",",,7","    0",",,7","    6",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-01-29","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   43",",,7,0900","    3",",,7,0900","    0","T,,7,0900","   33",",,7"," -139",",,7",,,,,,,,," -133",",,7,0900","  -22",",,7","  -17",",,7","    6",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-01-30","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","    0","T,,7,0900","  -78",",,7"," -250",",,7",,,,,,,,," -239",",,7,0900","  -67",",,7","  -56",",,7","   -6",",,7","  -17",",,7",,,,,,,,,,,,
"USC00126830","2019-01-31","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0","T,,7,0900"," -172",",,7"," -261",",,7",,,,,,,,," -211",",,7,0900","  -89",",,7","  -67",",,7","  -33",",,7","  -39",",,7",,,,,,,,,,,,
"USC00126830","2019-02-01","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   38",",,7,0900","   46",",,7,0900","   51",",,7,0900","  -89",",,7"," -222",",,7",,,,,,,,,"  -89",",,7,0900","  -89",",,7","  -78",",,7","  -22",",,7","  -22",",,7",,,,,,,,,,,,
"USC00126830","2019-02-02","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","   51",",,7,0900","  -33",",,7"," -128",",,7",,,,,,,,,"  -67",",,7,0900","  -22",",,7","  -17",",,7","  -17",",,7","  -17",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-02-03","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   78",",,7","  -72",",,7",,,,,,,,,"   56",",,7,0900","  -22",",,7","  -17",",,7","    6",",,7","    6",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-02-04","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  139",",,7","   44",",,7",,,,,,,,,"  111",",,7,0900","    6",",,7","    6",",,7","   17",",,7","   11",",,7",,,,,,,,,,,,
"USC00126830","2019-02-05","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","  128",",,7","  -22",",,7",,,,,,,,,"  -17",",,7,0900","   11",",,7","   11",",,7","   33",",,7","   22",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-02-06","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   66",",,7,0900","    0",",,7,0900","    0",",,7,0900","   56",",,7","  -28",",,7",,,,,,,,,"   44",",,7,0900","   11",",,7","   11",",,7","   17",",,7","   17",",,7","    1",",,7","    1",",,7",,,,,,,,
"USC00126830","2019-02-07","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   81",",,7,0900","    0",",,7,0900","    0",",,7,0900","   56",",,7","   22",",,7",,,,,,,,,"   50",",,7,0900","   17",",,7","   17",",,7","   22",",,7","   17",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-02-08","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   36",",,7,0900","    0","T,,7,0900","    0","T,,7,0900","  144",",,7"," -106",",,7",,,,,,,,," -100",",,7,0900","    6",",,7","    6",",,7","   61",",,7","   33",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-02-09","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  -61",",,7"," -122",",,7",,,,,,,,," -117",",,7,0900","   -6",",,7","    6",",,7","   11",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-02-10","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  -17",",,7"," -128",",,7",,,,,,,,,"  -44",",,7,0900","   -6",",,7","    6",",,7","    6",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-02-11","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   46",",,7,0900","   51",",,7,0900","   51",",,7,0900","   11",",,7","  -50",",,7",,,,,,,,,"    6",",,7,0900","    0",",,7","    6",",,7","    0",",,7","    6",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-02-12","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  165",",,7,0900","    0",",,7,0900","    0",",,7,0900","   22",",,7","   -6",",,7",,,,,,,,,"   22",",,7,0900","    0",",,7","    6",",,7","    0",",,7","    6",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-02-13","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    3",",,7,0900","    3",",,7,0900","    0",",,7,0900","   44",",,7","  -72",",,7",,,,,,,,,"  -67",",,7,0900","   -6",",,7","    6",",,7","    0",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-02-14","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   50",",,7","  -78",",,7",,,,,,,,,"   33",",,7,0900","    0",",,7","    6",",,7","    6",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-02-15","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  117",",,7","  -56",",,7",,,,,,,,,"  -50",",,7,0900","    6",",,7","    6",",,7","    6",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-02-16","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","  -39",",,7","  -78",",,7",,,,,,,,,"  -50",",,7,0900","    6",",,7","    6",",,7","    6",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-02-17","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","    0","T,,7,0900","   11",",,7","  -67",",,7",,,,,,,,,"  -28",",,7,0900","    6",",,7","    6",",,7","    6",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-02-18","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   10",",,7,0900","    5",",,7,0900","    0","T,,7,0900","   -6",",,7","  -33",",,7",,,,,,,,,"  -22",",,7,0900","    6",",,7","    6",",,7","    6",",,7","    6",",,7",,,,,,,,,"    1",",,7",,
"USC00126830","2019-02-19","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","    0","T,,7,0900","   -6",",,7","  -61",",,7",,,,,,,,,"  -56",",,7,0900","    6",",,7","    6",",,7","    6",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-02-20","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   58",",,7,0900","    5",",,7,0900","    0","T,,7,0900","   28",",,7","  -61",",,7",,,,,,,,,"    6",",,7,0900","    6",",,7","    6",",,7","    6",",,7","    6",",,7","    1",",,7",,,,,,,"    1",",,7",,
"USC00126830","2019-02-21","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    5",",,7,0900","    0",",,7,0900","    0",",,7,0900","   56",",,7","   -6",",,7",,,,,,,,,"    0",",,7,0900","    6",",,7","    6",",,7","    6",",,7","    6",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-02-22","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   44",",,7","  -17",",,7",,,,,,,,,"  -11",",,7,0900","    6",",,7","    6",",,7","   33",",,7","    6",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-02-23","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   67",",,7","  -22",",,7",,,,,,,,,"   28",",,7,0900","   11",",,7","    6",",,7","   67",",,7","   11",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-02-24","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   41",",,7,0900","    0",",,7,0900","    0",",,7,0900","  144",",,7","  -11",",,7",,,,,,,,,"   28",",,7,0900","   28",",,7","   11",",,7","   83",",,7","   50",",,7",,,,,,,,,,,,
"USC00126830","2019-02-25","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0",",,7,0900","    0",",,7,0900","   28",",,7","  -89",",,7",,,,,,,,,"  -83",",,7,0900","   17",",,7","   17",",,7","   72",",,7","   50",",,7",,,,,,,,,,,"    1",",,7"
"USC00126830","2019-02-26","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   17",",,7","  -94",",,7",,,,,,,,,"  -33",",,7,0900","   17",",,7","   17",",,7","   50",",,7","   22",",,7",,,,,,,,,,,,
"USC00126830","2019-02-27","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   50",",,7","  -44",",,7",,,,,,,,,"    0",",,7,0900","   11",",,7","   17",",,7","   67",",,7","   33",",,7",,,,,,,,,,,,
"USC00126830","2019-02-28","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   28",",,7","  -67",",,7",,,,,,,,,"  -56",",,7,0900","   11",",,7","   17",",,7","   33",",,7","   22",",,7",,,,,,,,,,,,
"USC00126830","2019-03-01","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   11",",,7","  -67",",,7",,,,,,,,,"  -39",",,7,0900","    6",",,7","   17",",,7","   11",",,7","   17",",,7",,,,,,,,,,,,
"USC00126830","2019-03-02","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   67",",,7","  -44",",,7",,,,,,,,,"    6",",,7,0900","    6",",,7","   17",",,7","   67",",,7","   33",",,7",,,,,,,,,,,,
"USC00126830","2019-03-03","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   17",",,7","  -28",",,7",,,,,,,,,"  -22",",,7,0900","   11",",,7","   17",",,7","   28",",,7","   17",",,7",,,,,,,,,,,,
"USC00126830","2019-03-04","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    8",",,7,0900","   38",",,7,0900","   25",",,7,0900","  -17",",,7"," -178",",,7",,,,,,,,," -172",",,7,0900","   17",",,7","    6",",,7","   17",",,7","   17",",,7",,,,,,,,,,,,
"USC00126830","2019-03-05","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","   25",",,7,0900"," -100",",,7"," -183",",,7",,,,,,,,," -128",",,7,0900","   -6",",,7","    6",",,7","   11",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-03-06","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","   25",",,7,0900","  -56",",,7"," -150",",,7",,,,,,,,," -144",",,7,0900","  -17",",,7","    0",",,7","    6",",I,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-03-07","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","   25",",,7,0900","  -17",",,7"," -150",",,7",,,,,,,,,"  -44",",,7,0900","   17",",I,7","    0",",,7","   33",",,7","    0",",,7",,,,,,,,,,,,
"USC00126830","2019-03-08","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   10",",,7,0900","   10",",,7,0900","    0","T,,7,0900","    6",",,7","  -61",",,7",,,,,,,,,"  -11",",,7,0900","    6",",,7","    0",",,7","   17",",,7","    6",",,7",,,,,,,,,,,,
"USC00126830","2019-03-09","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   50",",,7","  -17",",,7",,,,,,,,,"   11",",,7,0900","    6",",,7","    6",",,7","    6",",,7","    6",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-03-10","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  284",",,7,0900","    0",",,7,0900","    0",",,7,0900","  111",",,7","   -6",",,7",,,,,,,,,"   28",",,7,0900","    6",",,7","    6",",,7","   22",",,7","   11",",,7",,,"    1",",,7",,,,,,,,
"USC00126830","2019-03-11","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   61",",,7","  -11",",,7",,,,,,,,,"   -6",",,7,0900","   17",",,7","   11",",,7","   56",",,7","   33",",,7",,,,,,,,,,,,
"USC00126830","2019-03-12","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0",",,7,0900","    0",",,7,0900","    0",",,7,0900","   78",",,7","  -39",",,7",,,,,,,,,"  -33",",,7,0900","   17",",,7","   17",",,7","   83",",,7","   67",",,7","    1",",,7",,,,,,,,,,
"USC00126830","2019-03-13","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    5",",,7,0900","    0",",,7,0900","    0",",,7,0900","  100",",,7","  -39",",,7",,,,,,,,,"   67",",,7,0900","   22",",,7","   22",",,7","   83",",,7","   61",",,7",,,,,,,,,,,,
"USC00126830","2019-03-14","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","  124",",,7,0900","    0",",,7,0900","    0",",,7,0900","  189",",,7","   50",",,7",,,,,,,,,"  133",",,7,0900","   56",",,7","   50",",,7","  117",",,7","  100",",,7",,,,,,,,,,,,
"USC00126830","2019-03-15","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","   64",",,7,0900","    0",",,7,0900","    0",",,7,0900","  222",",,7","   39",",,7",,,,,,,,,"   44",",,7,0900","   72",",,7","   78",",,7","  161",",,7","  133",",,7",,,"    1",",,7",,,,,,,,
"USC00126830","2019-03-16","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","    0",",,7,0900","   50",",,7","  -17",",,7",,,,,,,,,"  -11",",,7,0900","   28",",,7","   33",",,7","   78",",,7","   78",",,7",,,,,,,,,,,,
"USC00126830","2019-03-17","40.0738","-87.5066","186.2","PERRYSVILLE 4 WNW, IN US","    0","T,,7,0900","    0","T,,7,0900","    0","T,,7,0900","   83",",,7","  -28",",,7",,,,,,,,,"    6",",,7,0900","   28",",,7","  -11",",,7","  133",",,7","   33",",,7",,,,,,,,,,,,
