"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00468986","2019-07-09","39.31343","-80.02985","376.4","TYGART DAM, WV US","   48",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  167",",,7",,,,,,,"  172",",,7,0700","    0",",,7"
"USC00468986","2019-07-10","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  167",",,7",,,,,,,"  189",",,7,0700","    0",",,7"
"USC00468986","2019-07-11","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  172",",,7",,,,,,,"  206",",,7,0700","    0",",,7"
"USC00468986","2019-07-12","39.31343","-80.02985","376.4","TYGART DAM, WV US","  216",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  178",",,7",,,,,,,"  189",",,7,0700","    0",",,7"
"USC00468986","2019-07-13","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  183",",,7",,,,,,,"  189",",,7,0700","    0",",,7"
"USC00468986","2019-07-14","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  167",",,7",,,,,,,"  200",",,7,0700","    0",",,7"
"USC00468986","2019-07-15","39.31343","-80.02985","376.4","TYGART DAM, WV US","  135",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  167",",,7",,,,,,,"  194",",,7,0700","    0",",,7"
"USC00468986","2019-07-16","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  194",",,7",,,,,,,"  217",",,7,0700","    0",",,7"
"USC00468986","2019-07-17","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  200",",,7",,,,,,,"  211",",,7,0700","    0",",,7"
"USC00468986","2019-07-18","39.31343","-80.02985","376.4","TYGART DAM, WV US","  442",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  206",",,7",,,,,,,"  217",",,7,0700","    0",",,7"
"USC00468986","2019-07-19","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  206",",,7",,,,,,,"  211",",,7,0700","    0",",,7"
"USC00468986","2019-07-20","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  211",",,7",,,,,,,"  222",",,7,0700","    0",",,7"
"USC00468986","2019-07-21","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  322",",,7","  217",",,7",,,,,,,"  222",",,7,0700","    0",",,7"
"USC00468986","2019-07-22","39.31343","-80.02985","376.4","TYGART DAM, WV US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  200",",,7",,,,,,,"  206",",,7,0700","    0",",,7"
"USC00468986","2019-07-23","39.31343","-80.02985","376.4","TYGART DAM, WV US","  292",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  167",",,7",,,,,,,"  172",",,7,0700","    0",",,7"
"USC00468986","2019-07-24","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","  133",",,7",,,,,,,"  144",",,7,0700","    0",",,7"
"USC00468986","2019-07-25","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","  139",",,7",,,,,,,"  139",",,7,0700","    0",",,7"
"USC00468986","2019-07-26","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  139",",,7",,,,,,,"  156",",,7,0700","    0",",,7"
"USC00468986","2019-07-27","39.31343","-80.02985","376.4","TYGART DAM, WV US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  144",",,7",,,,,,,"  150",",,7,0700","    0",",,7"
"USC00468986","2019-07-28","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  150",",,7",,,,,,,"  161",",,7,0700","    0",",,7"
"USC00468986","2019-07-29","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  161",",,7",,,,,,,"  183",",,7,0700","    0",",,7"
"USC00468986","2019-07-30","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  161",",,7",,,,,,,"  189",",,7,0700","    0",",,7"
"USC00468986","2019-07-31","39.31343","-80.02985","376.4","TYGART DAM, WV US","   36",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  183",",,7",,,,,,,"  189",",,7,0700","    0",",,7"
"USC00468986","2019-08-01","39.31343","-80.02985","376.4","TYGART DAM, WV US","   99",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  156",",,7",,,,,,,"  161",",,7,0700","    0",",,7"
"USC00468986","2019-08-02","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  161",",,7",,,,,,,"  178",",,7,0700","    0",",,7"
"USC00468986","2019-08-03","39.31343","-80.02985","376.4","TYGART DAM, WV US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,"    0",",,7"
"USC00468986","2019-08-04","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  172",",,7",,,,,,,"  178",",,7,0700","    0",",,7"
"USC00468986","2019-08-05","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  156",",,7",,,,,,,"  161",",,7,0700","    0",",,7"
"USC00468986","2019-08-06","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  161",",,7",,,,,,,"  167",",,7,0700","    0",",,7"
"USC00468986","2019-08-07","39.31343","-80.02985","376.4","TYGART DAM, WV US","  363",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  167",",,7",,,,,,,"  183",",,7,0700","    0",",,7"
"USC00468986","2019-08-08","39.31343","-80.02985","376.4","TYGART DAM, WV US","   33",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  172",",,7",,,,,,,"  178",",,7,0700","    0",",,7"
"USC00468986","2019-08-09","39.31343","-80.02985","376.4","TYGART DAM, WV US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  172",",,7",,,,,,,"  183",",,7,0700","    0",",,7"
"USC00468986","2019-08-10","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  122",",,7",,,,,,,"  128",",,7,0700","    0",",,7"
"USC00468986","2019-08-11","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","  122",",,7",,,,,,,"  122",",,7,0700","    0",",,7"
"USC00468986","2019-08-12","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  122",",,7",,,,,,,"  133",",,7,0700","    0",",,7"
"USC00468986","2019-08-13","39.31343","-80.02985","376.4","TYGART DAM, WV US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  300",",,7","  133",",,7",,,,,,,"  200",",,7,0700","    0",",,7"
"USC00468986","2019-08-14","39.31343","-80.02985","376.4","TYGART DAM, WV US","   58",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","  200",",,7",,,,,,,"  200",",,7,0700","    0",",,7"
"USC00468986","2019-08-15","39.31343","-80.02985","376.4","TYGART DAM, WV US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  178",",,7",,,,,,,"  178",",,7,0700","    0",",,7"
"USC00468986","2019-08-16","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,"    0",",,7"
"USC00468986","2019-08-17","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  161",",,7",,,,,,,"  161",",,7,0700","    0",",,7"
"USC00468986","2019-08-18","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  161",",,7",,,,,,,"  183",",,7,0700","    0",",,7"
"USC00468986","2019-08-19","39.31343","-80.02985","376.4","TYGART DAM, WV US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  183",",,7",,,,,,,"  194",",,7,0700","    0",",,7"
"USC00468986","2019-08-20","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  189",",,7",,,,,,,"  194",",,7,0700","    0",",,7"
"USC00468986","2019-08-21","39.31343","-80.02985","376.4","TYGART DAM, WV US","  117",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  194",",,7",,,,,,,"  200",",,7,0700","    0",",,7"
"USC00468986","2019-08-22","39.31343","-80.02985","376.4","TYGART DAM, WV US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  189",",,7",,,,,,,"  189",",,7,0700","    0",",,7"
"USC00468986","2019-08-23","39.31343","-80.02985","376.4","TYGART DAM, WV US","  114",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  150",",,7",,,,,,,"  150",",,7,0700","    0",",,7"
"USC00468986","2019-08-24","39.31343","-80.02985","376.4","TYGART DAM, WV US","   74",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","  111",",,7",,,,,,,"  117",",,7,0700","    0",",,7"
"USC00468986","2019-08-25","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","  111",",,7",,,,,,,"  117",",,7,0700","    0",",,7"
"USC00468986","2019-08-26","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  100",",,7",,,,,,,"  106",",,7,0700","    0",",,7"
"USC00468986","2019-08-27","39.31343","-80.02985","376.4","TYGART DAM, WV US","   43",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  106",",,7",,,,,,,"  167",",,7,0700","    0",",,7"
"USC00468986","2019-08-28","39.31343","-80.02985","376.4","TYGART DAM, WV US","   38",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  167",",,7",,,,,,,"  194",",,7,0700","    0",",,7"
"USC00468986","2019-08-29","39.31343","-80.02985","376.4","TYGART DAM, WV US","    8",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  122",",,7",,,,,,,"  128",",,7,0700","    0",",,7"
"USC00468986","2019-08-30","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  128",",,7",,,,,,,"  139",",,7,0700","    0",",,7"
"USC00468986","2019-08-31","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  139",",,7",,,,,,,"  183",",,7,0700","    0",",,7"
"USC00468986","2019-09-01","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  172",",,7",,,,,,,"  172",",,7,0700","    0",",,7"
"USC00468986","2019-09-02","39.31343","-80.02985","376.4","TYGART DAM, WV US","  137",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","  172",",,7",,,,,,,"  178",",,7,0700","    0",",,7"
"USC00468986","2019-09-03","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  161",",,7",,,,,,,"  161",",,7,0700","    0",",,7"
"USC00468986","2019-09-04","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  161",",,7",,,,,,,"  167",",,7,0700","    0",",,7"
"USC00468986","2019-09-05","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  133",",,7",,,,,,,"  133",",,7,0700","    0",",,7"
"USC00468986","2019-09-06","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  244",",,7","  133",",,7",,,,,,,"  139",",,7,0700","    0",",,7"
"USC00468986","2019-09-07","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  139",",,7",,,,,,,"  150",",,7,0700","    0",",,7"
"USC00468986","2019-09-08","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","  122",",,7",,,,,,,"  122",",,7,0700","    0",",,7"
"USC00468986","2019-09-09","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","  122",",,7",,,,,,,"  156",",,7,0700","    0",",,7"
"USC00468986","2019-09-10","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  139",",,7",,,,,,,"  139",",,7,0700","    0",",,7"
"USC00468986","2019-09-11","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  139",",,7",,,,,,,"  167",",,7,0700","    0",",,7"
"USC00468986","2019-09-12","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  333",",,7","  167",",,7",,,,,,,"  178",",,7,0700","    0",",,7"
"USC00468986","2019-09-13","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  178",",,7",,,,,,,"  183",",,7,0700","    0",",,7"
"USC00468986","2019-09-14","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,"    0",",,7"
"USC00468986","2019-09-15","39.31343","-80.02985","376.4","TYGART DAM, WV US","   15",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  128",",,7",,,,,,,"  128",",,7,0700","    0",",,7"
"USC00468986","2019-09-16","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","  128",",,7",,,,,,,"  156",",,7,0700","    0",",,7"
"USC00468986","2019-09-17","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  156",",,7",,,,,,,"  161",",,7,0700","    0",",,7"
"USC00468986","2019-09-18","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  272",",,7","  117",",,7",,,,,,,"  122",",,7,0700","    0",",,7"
"USC00468986","2019-09-19","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  278",",,7","   94",",,7",,,,,,,"   94",",,7,0700","    0",",,7"
"USC00468986","2019-09-20","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","   89",",,7",,,,,,,"   94",",,7,0700","    0",",,7"
"USC00468986","2019-09-21","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  289",",,7","   89",",,7",,,,,,,"  150",",,7,0700","    0",",,7"
"USC00468986","2019-09-22","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  150",",,7",,,,,,,"  156",",,7,0700","    0",",,7"
"USC00468986","2019-09-23","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  156",",,7",,,,,,,"  156",",,7,0700","    0",",,7"
"USC00468986","2019-09-24","39.31343","-80.02985","376.4","TYGART DAM, WV US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","  111",",,7",,,,,,,"  111",",,7,0700","    0",",,7"
"USC00468986","2019-09-25","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   83",",,7",,,,,,,"   83",",,7,0700","    0",",,7"
"USC00468986","2019-09-26","39.31343","-80.02985","376.4","TYGART DAM, WV US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  267",",,7","   83",",,7",,,,,,,"  139",",,7,0700","    0",",,7"
"USC00468986","2019-09-27","39.31343","-80.02985","376.4","TYGART DAM, WV US","    5",",,7,0700","    0",",,7,0700","    0",",,7,0700","  250",",,7","   83",",,7",,,,,,,"   83",",,7,0700","    0",",,7"
"USC00468986","2019-09-28","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  283",",,7","   83",",,7",,,,,,,"  144",",,7,0700","    0",",,7"
"USC00468986","2019-09-29","39.31343","-80.02985","376.4","TYGART DAM, WV US","   10",",,7,0700","    0",",,7,0700","    0",",,7,0700","  306",",,7","  144",",,7",,,,,,,"  167",",,7,0700","    0",",,7"
"USC00468986","2019-09-30","39.31343","-80.02985","376.4","TYGART DAM, WV US","   13",",,7,0700","    0",",,7,0700","    0",",,7,0700","  311",",,7","  167",",,7",,,,,,,"  189",",,7,0700","    0",",,7"
"USC00468986","2019-10-01","39.31343","-80.02985","376.4","TYGART DAM, WV US","   28",",,7,0700","    0",",,7,0700","    0",",,7,0700","  294",",,7","  172",",,7",,,,,,,"  172",",,7,0700","    0",",,7"
"USC00468986","2019-10-02","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  172",",,7",,,,,,,"  172",",,7,0700","    0",",,7"
"USC00468986","2019-10-03","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  317",",,7","  172",",,7",,,,,,,"  206",",,7,0700","    0",",,7"
"USC00468986","2019-10-04","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  328",",,7","  150",",,7",,,,,,,"  150",",,7,0700","    0",",,7"
"USC00468986","2019-10-05","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  217",",,7","   83",",,7",,,,,,,"   89",",,7,0700","    0",",,7"
"USC00468986","2019-10-06","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700",,,,,,,,,,,,,"    0",",,7"
"USC00468986","2019-10-07","39.31343","-80.02985","376.4","TYGART DAM, WV US","  173",",,7,0700","    0",",,7,0700","    0",",,7,0700","  211",",,7","  144",",,7",,,,,,,"  167",",,7,0700","    0",",,7"
"USC00468986","2019-10-08","39.31343","-80.02985","376.4","TYGART DAM, WV US","   76",",,7,0700","    0",",,7,0700","    0",",,7,0700","  167",",,7","  100",",,7",,,,,,,"  106",",,7,0700","    0",",,7"
"USC00468986","2019-10-09","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","  100",",,7",,,,,,,"  111",",,7,0700","    0",",,7"
"USC00468986","2019-10-10","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","   83",",,7",,,,,,,"   89",",,7,0700","    0",",,7"
"USC00468986","2019-10-11","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  239",",,7","   83",",,7",,,,,,,"   89",",,7,0700","    0",",,7"
"USC00468986","2019-10-12","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  256",",,7","   89",",,7",,,,,,,"  156",",,7,0700","    0",",,7"
"USC00468986","2019-10-13","39.31343","-80.02985","376.4","TYGART DAM, WV US","   25",",,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","   11",",,7",,,,,,,"   11",",,7,0700","    0",",,7"
"USC00468986","2019-10-14","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   11",",,7",,,,,,,"   28",",,7,0700","    0",",,7"
"USC00468986","2019-10-15","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","   22",",,7",,,,,,,"   28",",,7,0700","    0",",,7"
"USC00468986","2019-10-16","39.31343","-80.02985","376.4","TYGART DAM, WV US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   22",",,7",,,,,,,"  139",",,7,0700","    0",",,7"
"USC00468986","2019-10-17","39.31343","-80.02985","376.4","TYGART DAM, WV US","  147",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","   56",",,7",,,,,,,"   61",",,7,0700","    0",",,7"
"USC00468986","2019-10-18","39.31343","-80.02985","376.4","TYGART DAM, WV US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  122",",,7","   39",",,7",,,,,,,"   44",",,7,0700","    0",",,7"
"USC00468986","2019-10-19","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  139",",,7","    0",",,7",,,,,,,"    6",",,7,0700","    0",",,7"
"USC00468986","2019-10-20","39.31343","-80.02985","376.4","TYGART DAM, WV US","   33",",,7,0700","    0",",,7,0700","    0",",,7,0700","  211",",,7","    0",",,7",,,,,,,"  106",",,7,0700","    0",",,7"
"USC00468986","2019-10-21","39.31343","-80.02985","376.4","TYGART DAM, WV US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  189",",,7","   94",",,7",,,,,,,"   94",",,7,0700","    0",",,7"
"USC00468986","2019-10-22","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  261",",,7","   89",",,7",,,,,,,"  172",",,7,0700","    0",",,7"
"USC00468986","2019-10-23","39.31343","-80.02985","376.4","TYGART DAM, WV US","   71",",,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","   56",",,7",,,,,,,"   56",",,7,0700","    0",",,7"
"USC00468986","2019-10-24","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  144",",,7","   11",",,7",,,,,,,"   11",",,7,0700","    0",",,7"
"USC00468986","2019-10-25","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  206",",,7","    6",",,7",,,,,,,"   28",",,7,0700","    0",",,7"
"USC00468986","2019-10-26","39.31343","-80.02985","376.4","TYGART DAM, WV US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","  178",",,7","   28",",,7",,,,,,,"  100",",,7,0700","    0",",,7"
"USC00468986","2019-10-27","39.31343","-80.02985","376.4","TYGART DAM, WV US","  130",",,7,0700","    0",",,7,0700","    0",",,7,0700","  194",",,7","  100",",,7",,,,,,,"  161",",,7,0700","    0",",,7"
"USC00468986","2019-10-28","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  183",",,7","   56",",,7",,,,,,,"   56",",,7,0700","    0",",,7"
"USC00468986","2019-10-29","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  222",",,7","   50",",,7",,,,,,,"   67",",,7,0700","    0",",,7"
"USC00468986","2019-10-30","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  228",",,7","   61",",,7",,,,,,,"   89",",,7,0700","    0",",,7"
"USC00468986","2019-10-31","39.31343","-80.02985","376.4","TYGART DAM, WV US","   86",",,7,0700","    0",",,7,0700","    0",",,7,0700","  172",",,7","   89",",,7",,,,,,,"  161",",,7,0700","    0",",,7"
"USC00468986","2019-11-01","39.31343","-80.02985","376.4","TYGART DAM, WV US","  216",",,7,0700","    0",",,7,0700","    0",",,7,0700","  233",",,7","   17",",,7",,,,,,,"   17",",,7,0700","    0",",,7"
"USC00468986","2019-11-02","39.31343","-80.02985","376.4","TYGART DAM, WV US","    3",",,7,0700","    0",",,7,0700","    0",",,7,0700","   67",",,7","  -33",",,7",,,,,,,"  -33",",,7,0700","    0",",,7"
"USC00468986","2019-11-03","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  100",",,7","  -39",",,7",,,,,,,"   17",",,7,0700","    0",",,7"
"USC00468986","2019-11-04","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   89",",,7","  -22",",,7",,,,,,,"  -17",",,7,0700","    0",",,7"
"USC00468986","2019-11-05","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  156",",,7","  -22",",,7",,,,,,,"   33",",,7,0700","    0",",,7"
"USC00468986","2019-11-06","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","  117",",,7","   -6",",,7",,,,,,,"    0",",,7,0700","    0",",,7"
"USC00468986","2019-11-07","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0","T,,7,0700","    0",",,7,0700","    0",",,7,0700","  128",",,7","    0",",,7",,,,,,,"   67",",,7,0700","    0",",,7"
"USC00468986","2019-11-08","39.31343","-80.02985","376.4","TYGART DAM, WV US","  163",",,7,0700","    0",",,7,0700","    0",",,7,0700","   83",",,7","  -39",",,7",,,,,,,"  -39",",,7,0700","    0",",,7"
"USC00468986","2019-11-09","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   11",",,7","  -67",",,7",,,,,,,"  -67",",,7,0700","    0",",,7"
"USC00468986","2019-11-10","39.31343","-80.02985","376.4","TYGART DAM, WV US","    0",",,7,0700","    0",",,7,0700","    0",",,7,0700","   72",",,7","  -67",",,7",,,,,,,"   67",",,7,0700","    0",",,7"
