"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014933","2019-01-06","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    8",",,W,2400","    0",",,W","    0",",,W","   78",",,W","    6",",,W",,,,,"   55",",,W",,,,,,,,,,,"   38","H,,S",,,,,"  100",",,W","  120",",,W",,,,,,,,,"  112",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-07","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   41",",,W,2400","    0",",,W","    0",",,W","  100",",,W","   28",",,W",,,,,"   48",",,W",,,,,,,,,,,"   79","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,,,"  112",",,W","  143",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-08","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","   78",",,W","  -16",",,W",,,,,"   93",",,W",,,,,,,,,,,"   47","H,,S",,,,,"  290",",,W","  300",",,W",,,,,,,,,"  157",",,W","  224",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-09","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","  -16",",,W","  -77",",,W",,,,,"   57",",,W",,,,,,,,,,,"  -36","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,,,"  134",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-10","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","    0",",,W","   17",",,W","  -88",",,W",,,,,"   37",",,W",,,,,,,,,,,"  -53","H,,S",,,,,"  140",",,W","  140",",,W",,,,,,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-11","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   18",",,W,2400","   15",",,W","    0",",,W","   17",",,W","  -43",",,W",,,,,"   31",",,W",,,,,,,,,,,"  -13","H,,S",,,,,"  110",",,W","  130",",,W",,,,,,,,,"   54",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-12","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  102",",,W,2400","  124",",,W","   80",",,W","   -5",",,W","  -21",",,W",,,,,"   51",",,W",,,,,,,,,,,"  -14","H,,S",,,,,"   50",",,W","   60",",,W",,,,,,,,,"   89",",,W","  116",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-13","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  130",",,W","   11",",,W","  -82",",,W",,,,,"   27",",,W",,,,,,,,,,,"  -25","H,,S",,,,,"   40",",,W","   40",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-14","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  100",",,W","  -16",",,W"," -105",",,W",,,,,"   42",",,W",,,,,,,,,,,"  -51","H,,S",,,,,"  230",",,W","  220",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-15","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","  100",",,W","    6",",,W","  -16",",,W",,,,,"   47",",,W",,,,,,,,,,,"  -11","H,,S",,,,,"  260",",,W","  230",",,W",,,,,,,,,"   81",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-16","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   80",",,W","    0",",,W","  -71",",,W",,,,,"   33",",,W",,,,,,,,,,,"  -28","H,,S",,,,,"   10",",,W","  100",",,W",,,,,,,,,"   63",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-17","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","   80",",,W","  -16",",,W","  -38",",,W",,,,,"   28",",,W",,,,,,,,,,,"  -27","H,,S",,,,,"  310",",,W","  300",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-18","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   76",",,W,2400","  130",",,W","   80",",,W","  -38",",,W","  -77",",,W",,,,,"   54",",,W",,,,,,,,,,,"  -51","H,,S",,,,,"   30",",,W","   50",",,W",,,,,,,,,"  103",",,W","  148",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-19","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    3",",,W","  180",",,W","  -77",",,W"," -160",",,W",,,,,"   68",",,W",,,,,,,,,,,"  -93","H,,S",,,,,"   20",",,W","   10",",,W",,,,,,,,,"  112",",,W","  157",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-20","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    8",",,W,2400","   18",",,W","  150",",,W"," -127",",,W"," -166",",,W",,,,,"   28",",,W",,,,,,,,,,," -148","H,,S",,,,,"  110",",,W","  100",",,W",,,,,,,,,"   54",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-21","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  180",",,W","  -71",",,W"," -160",",,W",,,,,"   62",",,W",,,,,,,,,,," -133","H,,S",,,,,"  120",",,W","  120",",,W",,,,,,,,,"  112",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-22","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   48",",,W,2400","   58",",,W","  180",",,W","  -21",",,W","  -77",",,W",,,,,"   51",",,W",,,,,,,,,,,"  -49","H,,S",,,,,"  140",",,W","  140",",,W",,,,,,,,,"   94",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-23","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   56",",,W,2400","   97",",,W","  300",",,W","  -55",",,W"," -116",",,W",,,,,"   43",",,W",,,,,,,,,,,"  -79","H,,S",,,,,"  320",",,W","  340",",,W",,,,,,,,,"   81",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-24","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  280",",,W","  -49",",,W"," -188",",,W",,,,,"   81",",,W",,,,,,,,,,,"  -96","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,,,"  148",",,W","  206",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-25","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  230",",,W","  -66",",,W"," -227",",,W",,,,,"   36",",,W",,,,,,,,,,," -159","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-26","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   10",",,W,2400","   15",",,W","  200",",,W","  -16",",,W"," -182",",,W",,,,,"   42",",,W",,,,,,,,,,," -131","H,,S",,,,,"  340",",,W","  330",",,W",,,,,,,,,"   94",",,W","  139",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-27","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   18",",,W,2400","   10",",,W","  200",",,W","  -16",",,W"," -182",",,W",,,,,"   41",",,W",,,,,,,,,,," -131","H,,S",,,,,"  160",",,W","  160",",,W",,,,,,,,,"   98",",,W","  125",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-28","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  180",",,W","   33",",,W"," -166",",,W",,,,,"   96",",,W",,,,,,,,,,,"  -78","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,,,"  206",",,W","  264",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-29","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  180",",,W"," -138",",,W"," -260",",,W",,,,,"   86",",,W",,,,,,,,,,," -156","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,,,"  143",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-30","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    3",",,W","  180",",,W"," -216",",,W"," -288",",,W",,,,,"   48",",,W",,,,,,,,,,," -249","H,,S",,,,,"  310",",,W","  320",",,W",,,,,,,,,"  107",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-01-31","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,W,2400","    3",",,W","  180",",,W"," -149",",,W"," -255",",,W",,,,,"   37",",,W",,,,,,,,,,," -216","H,,S",,,,,"  110",",,W","  120",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-01","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  180",",,W","  -27",",,W"," -182",",,W",,,,,"   40",",,W",,,,,,,,,,," -144","H,,S",,,,,"  160",",,W","  100",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-02","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  150",",,W","   61",",,W","  -32",",,W",,,,,"   45",",,W",,,,,,,,,,,"    9","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-03","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","    0","T,,W","   94",",,W","   56",",,W",,,,,"   44",",,W",,,,,,,,,,,"   69","H,,S",,,,,"  200",",,W","  210",",,W",,,,,,,,,"   76",",,W","  112",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-04","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","    0",",,W","  100",",,W"," -110",",,W",,,,,"   78",",,W",,,,,,,,,,,"    4","H,,S",,,,,"  320",",,W","  310",",,W",,,,,,,,,"  134",",,W","  192",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-05","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    5",",,W,2400","    3",",,W","    0","T,,W","  -71",",,W"," -132",",,W",,,,,"   33",",,W",,,,,,,,,,," -106","H,,S",,,,,"   30",",,W","   30",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,"    1",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-06","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    5",",,W,2400","    3",",,W","    0","T,,W","  -43",",,W","  -88",",,W",,,,,"   40",",,W",,,,,,,,,,,"  -73","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,"    1",",,W",,,"    1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-07","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   41",",,W,2400","   36",",,W","   30",",,W","  -66",",,W"," -171",",,W",,,,,"   93",",,W",,,,,,,,,,,"  -96","H,,S",,,,,"  290",",,W","  290",",,W",,,,,,,,,"  143",",,W","  197",",,W",,,,,"    1",",,W",,,,,"    1",",,W","    1",",,W","    1",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-08","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   30",",,W"," -121",",,W"," -193",",,W",,,,,"   50",",,W",,,,,,,,,,," -163","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,,,"  130",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-09","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   30",",,W","  -43",",,W"," -160",",,W",,,,,"   49",",,W",,,,,,,,,,," -127","H,,S",,,,,"  140",",,W","  130",",,W",,,,,,,,,"   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-10","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   64",",,W,2400","   76",",,W","   30",",,W","  -21",",,W","  -55",",,W",,,,,"   25",",,W",,,,,,,,,,,"  -43","H,,S",,,,,"  130",",,W","  110",",,W",,,,,,,,,"   54",",,W","   85",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-11","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   66",",,W,2400","  104",",,W","   80",",,W","  -21",",,W","  -43",",,W",,,,,"   43",",,W",,,,,,,,,,,"  -36","H,,S",,,,,"   60",",,W","   80",",,W",,,,,,,,,"   67",",,W","  103",",,W",,,,,"    1",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-12","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   10",",,W,2400","   23",",,W","  200",",,W","  -32",",,W"," -127",",,W",,,,,"   93",",,W",,,,,,,,,,,"  -41","H,,S",,,,,"  300",",,W","  290",",,W",,,,,,,,,"  157",",,W","  201",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-13","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  150",",,W","  -10",",,W"," -160",",,W",,,,,"   42",",,W",,,,,,,,,,," -108","H,,S",,,,,"  300",",,W","  290",",,W",,,,,,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-14","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  100",",,W","   44",",,W"," -143",",,W",,,,,"   64",",,W",,,,,,,,,,,"   -8","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,,,"  161",",,W","  206",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-15","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","   50",",,W"," -105",",,W"," -166",",,W",,,,,"   50",",,W",,,,,,,,,,," -142","H,,S",,,,,"  330",",,W","  310",",,W",,,,,,,,,"   94",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-16","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   97",",,W,2400","  104",",,W","   50",",,W","  -55",",,W"," -177",",,W",,,,,"   34",",,W",,,,,,,,,,," -121","H,,S",,,,,"   70",",,W","   80",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-17","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   64",",,W,2400","  137",",,W","  200",",,W","  -32",",,W","  -71",",,W",,,,,"   39",",,W",,,,,,,,,,,"  -47","H,,S",,,,,"   80",",,W","   80",",,W",,,,,,,,,"   67",",,W","  103",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-18","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,W,2400","    8",",,W","  280",",,W","  -60",",,W"," -166",",,W",,,,,"   32",",,W",,,,,,,,,,,"  -73","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-19","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    5",",,W,2400","   10",",,W","  230",",,W","  -43",",,W"," -193",",,W",,,,,"   28",",,W",,,,,,,,,,," -133","H,,S",,,,,"   80",",,W","   70",",,W",,,,,,,,,"   76",",,W","  121",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-20","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","   51",",,W,2400","   69",",,W","  250",",,W","    0",",,W","  -93",",,W",,,,,"   54",",,W",,,,,,,,,,,"  -34","H,,S",,,,,"  240",",,W","  110",",,W",,,,,,,,,"  112",",,W","  148",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-21","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  230",",,W","   17",",,W"," -127",",,W",,,,,"   24",",,W",,,,,,,,,,,"  -63","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-22","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0",",,W","  180",",,W","    0",",,W","  -93",",,W",,,,,"   39",",,W",,,,,,,,,,,"  -49","H,,S",,,,,"   90",",,W","   90",",,W",,,,,,,,,"   67",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-23","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","  168",",,W,2400","   41",",,W","  180",",,W","   11",",,W","  -27",",,W",,,,,"   49",",,W",,,,,,,,,,,"    2","H,,S",,,,,"  320",",,W","  310",",,W",,,,,,,,,"  165",",,W","  219",",,W",,,,,"    1",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-24","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    5",",,W,2400","   25",",,W","  230",",,W","  -27",",,W"," -160",",,W",,,,,"  114",",,W",,,,,,,,,,,"  -64","H,,S",,,,,"  300",",,W","  300",",,W",,,,,,,,,"  183",",,W","  259",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-25","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  180",",,W"," -110",",,W"," -177",",,W",,,,,"   41",",,W",,,,,,,,,,," -143","H,,S",,,,,"   30",",,W","   60",",,W",,,,,,,,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-26","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  180",",,W","  -77",",,W"," -149",",,W",,,,,"   51",",,W",,,,,,,,,,," -124","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-27","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  180",",,W","  -88",",,W"," -143",",,W",,,,,"   50",",,W",,,,,,,,,,,"  -99","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"   94",",,W","  112",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-02-28","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  180",",,W","  -55",",,W"," -138",",,W",,,,,"   17",",,W",,,,,,,,,,," -112","H,,S",,,,,"   10",",,W","  130",",,W",,,,,,,,,"   40",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-03-01","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  180",",,W","   -5",",,W"," -105",",,W",,,,,"   38",",,W",,,,,,,,,,,"  -61","H,,S",,,,,"  310",",,W","  310",",,W",,,,,,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-03-02","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  180",",,W","  -66",",,W"," -138",",,W",,,,,"   51",",,W",,,,,,,,,,,"  -83","H,,S",,,,,"  350",",,W","   10",",,W",,,,,,,,,"   98",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-03-03","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,W,2400","    0","T,,W","  180",",,W"," -127",",,W"," -199",",,W",,,,,"   72",",,W",,,,,,,,,,," -149","H,,S",,,,,"  300",",,W","  360",",,W",,,,,,,,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-03-04","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  150",",,W"," -116",",,W"," -205",",,W",,,,,"   61",",,W",,,,,,,,,,," -174","H,,S",,,,,"  250",",,W","  250",",,W",,,,,,,,,"  103",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","2019-03-05","41.5338","-93.653","291.7","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,W,2400","    0",",,W","  150",",,W","  -71",",,W"," -143",",,W",,,,,"   68",",,W",,,,,,,,,,," -119","H,,S",,,,,"  300",",,W","  310",",,W",,,,,,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
