"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00091245","2019-10-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   16",",,a","  144",",,a","   98",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00091245","2019-10-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  183",",,a","   93",",,a",,,,,,,,,,,"  135","H,,S"
"ASN00091245","2019-10-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  169",",,a","  107",",,a",,,,,,,,,,,"  133","H,,S"
"ASN00091245","2019-10-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  211",",,a","  118",",,a",,,,,,,,,,,"  165","H,,S"
"ASN00091245","2019-11-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  224",",,a","  128",",,a",,,,,,,,,,,"  159","H,,S"
"ASN00091245","2019-11-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   64",",,a","  156",",,a","  130",",,a",,,,,,,,,,,"  130","H,,S"
"ASN00091245","2019-11-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   20",",,a","  160",",,a","  115",",,a",,,,,,,,,,,"  123","H,,S"
"ASN00091245","2019-11-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  139",",,a","  102",",,a",,,,,,,,,,,"  102","H,,S"
"ASN00091245","2019-11-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   16",",,a","  131",",,a","   83",",,a",,,,,,,,,,,"  118","H,,S"
"ASN00091245","2019-11-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   34",",,a","  145",",,a","  100",",,a",,,,,,,,,,,"  103","H,,S"
"ASN00091245","2019-11-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   74",",,a","  120",",,a","   67",",,a",,,,,,,,,,,"   98","H,,S"
"ASN00091245","2019-11-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  104",",,a","  117",",,a","   68",",,a",,,,,,,,,,,"   87","H,,S"
"ASN00091245","2019-11-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   16",",,a","  120",",,a","   66",",,a",,,,,,,,,,,"  108","H,,S"
"ASN00091245","2019-11-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  116",",,a","  143",",,a","   86",",,a",,,,,,,,,,,"  116","H,,S"
"ASN00091245","2019-11-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    6",",,a","  159",",,a","   97",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2019-11-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   18",",,a","  118",",,a","   81",",,a",,,,,,,,,,,"   96","H,,S"
"ASN00091245","2019-11-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   56",",,a","  125",",,a","   71",",,a",,,,,,,,,,,"  113","H,,S"
"ASN00091245","2019-11-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   26",",,a","  129",",,a","  105",",,a",,,,,,,,,,,"  114","H,,S"
"ASN00091245","2019-11-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   26",",,a","  136",",,a","   93",",,a",,,,,,,,,,,"  106","H,,S"
"ASN00091245","2019-11-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   52",",,a","  132",",,a","   77",",,a",,,,,,,,,,,"  106","H,,S"
"ASN00091245","2019-11-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   12",",,a","  142",",,a","   84",",,a",,,,,,,,,,,"  113","H,,S"
"ASN00091245","2019-11-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  133",",,a","  102",",,a",,,,,,,,,,,"  116","H,,S"
"ASN00091245","2019-11-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  144",",,a","   94",",,a",,,,,,,,,,,"  110","H,,S"
"ASN00091245","2019-11-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  224",",,a","   75",",,a",,,,,,,,,,,"  143","H,,S"
"ASN00091245","2019-11-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  227",",,a","  107",",,a",,,,,,,,,,,"  130","H,,S"
"ASN00091245","2019-11-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  149",",,a","  100",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2019-11-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   64",",,a","  140",",,a","  113",",,a",,,,,,,,,,,"  121","H,,S"
"ASN00091245","2019-11-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  151",",,a","  108",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2019-11-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  161",",,a","   95",",,a",,,,,,,,,,,"  123","H,,S"
"ASN00091245","2019-11-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   16",",,a","  130",",,a","   97",",,a",,,,,,,,,,,"  116","H,,S"
"ASN00091245","2019-11-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  134",",,a","  101",",,a",,,,,,,,,,,"  120","H,,S"
"ASN00091245","2019-11-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  148",",,a","   97",",,a",,,,,,,,,,,"  112","H,,S"
"ASN00091245","2019-11-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  149",",,a","   80",",,a",,,,,,,,,,,"  116","H,,S"
"ASN00091245","2019-11-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  147",",,a","   97",",,a",,,,,,,,,,,"  114","H,,S"
"ASN00091245","2019-12-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   30",",,a","  128",",,a","   90",",,a",,,,,,,,,,,"   98","H,,S"
"ASN00091245","2019-12-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   68",",,a","  119",",,a","   70",",,a",,,,,,,,,,,"  102","H,,S"
"ASN00091245","2019-12-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   34",",,a","  131",",,a","   75",",,a",,,,,,,,,,,"  104","H,,S"
"ASN00091245","2019-12-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   46",",,a","  135",",,a","   76",",,a",,,,,,,,,,,"  113","H,,S"
"ASN00091245","2019-12-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  135",",,a","  101",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00091245","2019-12-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   22",",,a","  137",",,a","   98",",,a",,,,,,,,,,,"  114","H,,S"
"ASN00091245","2019-12-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  136",",,a","  105",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00091245","2019-12-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  168",",,a","  107",",,a",,,,,,,,,,,"  138","H,,S"
"ASN00091245","2019-12-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  167",",,a","  120",",,a",,,,,,,,,,,"  132","H,,S"
"ASN00091245","2019-12-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  151",",,a","  101",",,a",,,,,,,,,,,"  122","H,,S"
"ASN00091245","2019-12-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  181",",,a","   99",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00091245","2019-12-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   12",",,a","  148",",,a","  104",",,a",,,,,,,,,,,"  121","H,,S"
"ASN00091245","2019-12-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  127",",,a","  106",",,a",,,,,,,,,,,"  122","H,,S"
"ASN00091245","2019-12-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  156",",,a","  114",",,a",,,,,,,,,,,"  128","H,,S"
"ASN00091245","2019-12-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   14",",,a","  146",",,a","  117",",,a",,,,,,,,,,,"  123","H,,S"
"ASN00091245","2019-12-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   72",",,a","  170",",,a","  105",",,a",,,,,,,,,,,"  135","H,,S"
"ASN00091245","2019-12-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  170",",,a","  117",",,a",,,,,,,,,,,"  140","H,,S"
"ASN00091245","2019-12-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  212",",,a","  124",",,a",,,,,,,,,,,"  154","H,,S"
"ASN00091245","2019-12-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  157",",,a","  120",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00091245","2019-12-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  201",",,a","  105",",,a",,,,,,,,,,,"  156","H,,S"
"ASN00091245","2019-12-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  146",",,a","  122",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2019-12-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  152",",,a","  109",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2019-12-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  169",",,a","   98",",,a",,,,,,,,,,,"  128","H,,S"
"ASN00091245","2019-12-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  182",",,a","  102",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2019-12-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  198",",,a","  131",",,a",,,,,,,,,,,"  151","H,,S"
"ASN00091245","2019-12-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  166",",,a","  120",",,a",,,,,,,,,,,"  141","H,,S"
"ASN00091245","2019-12-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  199",",,a","  116",",,a",,,,,,,,,,,"  168","H,,S"
"ASN00091245","2019-12-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  225",",,a","  144",",,a",,,,,,,,,,,"  152","H,,S"
"ASN00091245","2019-12-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  201",",,a","  124",",,a",,,,,,,,,,,"  168","H,,S"
"ASN00091245","2019-12-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  247",",,a","  136",",,a",,,,,,,,,,,"  167","H,,S"
"ASN00091245","2019-12-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   12",",,a","  171",",,a","  127",",,a",,,,,,,,,,,"  146","H,,S"
"ASN00091245","2020-01-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  183",",,a","  127",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2020-01-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  193",",,a","  144",",,a",,,,,,,,,,,"  153","H,,S"
"ASN00091245","2020-01-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  217",",,a","  132",",,a",,,,,,,,,,,"  172","H,,S"
"ASN00091245","2020-01-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  177",",,a","  149",",,a",,,,,,,,,,,"  131","H,,S"
"ASN00091245","2020-01-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  175",",,a","  122",",,a",,,,,,,,,,,"  136","H,,S"
"ASN00091245","2020-01-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  217",",,a","   96",",,a",,,,,,,,,,,"  159","H,,S"
"ASN00091245","2020-01-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  191",",,a","  112",",,a",,,,,,,,,,,"  151","H,,S"
"ASN00091245","2020-01-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  192",",,a","  116",",,a",,,,,,,,,,,"  163","H,,S"
"ASN00091245","2020-01-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  213",",,a","  134",",,a",,,,,,,,,,,"  182","H,,S"
"ASN00091245","2020-01-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  192",",,a","  166",",,a",,,,,,,,,,,"  135","H,,S"
"ASN00091245","2020-01-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  118",",,a","  158",",,a","  112",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00091245","2020-01-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   16",",,a","  171",",,a","  119",",,a",,,,,,,,,,,"  146","H,,S"
"ASN00091245","2020-01-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  203",",,a","  113",",,a",,,,,,,,,,,"  174","H,,S"
"ASN00091245","2020-01-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  241",",,a","  156",",,a",,,,,,,,,,,"  193","H,,S"
"ASN00091245","2020-01-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  198",",,a","  174",",,a",,,,,,,,,,,"  166","H,,S"
"ASN00091245","2020-01-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   56",",,a","  150",",,a","  129",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2020-01-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  196",",,a","  104",",,a",,,,,,,,,,,"  151","H,,S"
"ASN00091245","2020-01-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  173",",,a","  129",",,a",,,,,,,,,,,"  151","H,,S"
"ASN00091245","2020-01-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    6",",,a","  178",",,a","  129",",,a",,,,,,,,,,,"  156","H,,S"
"ASN00091245","2020-01-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  163",",,a","  141",",,a",,,,,,,,,,,"  144","H,,S"
"ASN00091245","2020-01-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  170",",,a","  131",",,a",,,,,,,,,,,"  139","H,,S"
"ASN00091245","2020-01-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  230",",,a","   96",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2020-01-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  270",",,a","  157",",,a","  116",",,a",,,,,,,,,,,"  138","H,,S"
"ASN00091245","2020-01-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  126",",,a","  175",",,a","  112",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2020-01-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  185",",,a","  144",",,a",,,,,,,,,,,"  159","H,,S"
"ASN00091245","2020-01-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  179",",,a","  132",",,a",,,,,,,,,,,"  151","H,,S"
"ASN00091245","2020-01-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  180",",,a","  137",",,a",,,,,,,,,,,"  156","H,,S"
"ASN00091245","2020-01-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  183",",,a","  143",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2020-01-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    6",",,a","  190",",,a","  142",",,a",,,,,,,,,,,"  164","H,,S"
"ASN00091245","2020-01-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  273",",,a","  140",",,a",,,,,,,,,,,"  212","H,,S"
"ASN00091245","2020-01-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  239",",,a","  173",",,a",,,,,,,,,,,"  196","H,,S"
"ASN00091245","2020-02-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   88",",,a","  164",",,a","  144",",,a",,,,,,,,,,,"  147","H,,S"
"ASN00091245","2020-02-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   58",",,a","  169",",,a","  133",",,a",,,,,,,,,,,"  135","H,,S"
"ASN00091245","2020-02-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   60",",,a","  147",",,a","   86",",,a",,,,,,,,,,,"  125","H,,S"
"ASN00091245","2020-02-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  176",",,a","  105",",,a",,,,,,,,,,,"  140","H,,S"
"ASN00091245","2020-02-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  166",",,a","  124",",,a",,,,,,,,,,,"  148","H,,S"
"ASN00091245","2020-02-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  209",",,a","  115",",,a",,,,,,,,,,,"  173","H,,S"
"ASN00091245","2020-02-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  248",",,a","  150",",,a",,,,,,,,,,,"  183","H,,S"
"ASN00091245","2020-02-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  219",",,a","  156",",,a",,,,,,,,,,,"  177","H,,S"
"ASN00091245","2020-02-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  214",",,a","  148",",,a",,,,,,,,,,,"  172","H,,S"
"ASN00091245","2020-02-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  209",",,a","  157",",,a",,,,,,,,,,,"  187","H,,S"
"ASN00091245","2020-02-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  257",",,a","  169",",,a",,,,,,,,,,,"  184","H,,S"
"ASN00091245","2020-02-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  196",",,a","  158",",,a",,,,,,,,,,,"  171","H,,S"
"ASN00091245","2020-02-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  213",",,a","  157",",,a",,,,,,,,,,,"  184","H,,S"
"ASN00091245","2020-02-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS",,,"  216",",,a","  163",",,a",,,,,,,,,,,"  186","H,,S"
"ASN00091245","2020-02-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  176",",,a","  150",",,a",,,,,,,,,,,"  159","H,,S"
"ASN00091245","2020-02-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  199",",,a","  141",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2020-02-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  196",",,a","  107",",,a",,,,,,,,,,,"  156","H,,S"
"ASN00091245","2020-02-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   38",",,a","  153",",,a","  127",",,a",,,,,,,,,,,"  140","H,,S"
"ASN00091245","2020-02-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  176",",,a","  162",",,a","  121",",,a",,,,,,,,,,,"  141","H,,S"
"ASN00091245","2020-02-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  162",",,a","  128",",,a",,,,,,,,,,,"  140","H,,S"
"ASN00091245","2020-02-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  163",",,a","  123",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00091245","2020-02-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  204",",,a","   96",",,a",,,,,,,,,,,"  154","H,,S"
"ASN00091245","2020-02-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  228",",,a","  118",",,a",,,,,,,,,,,"  167","H,,S"
"ASN00091245","2020-02-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  182",",,a","  136",",,a",,,,,,,,,,,"  156","H,,S"
"ASN00091245","2020-02-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  203",",,a","  134",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2020-02-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   96",",,a","  154",",,a","   98",",,a",,,,,,,,,,,"  137","H,,S"
"ASN00091245","2020-02-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   18",",,a","  163",",,a","   94",",,a",,,,,,,,,,,"  136","H,,S"
"ASN00091245","2020-02-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   28",",,a","  174",",,a","  117",",,a",,,,,,,,,,,"  147","H,,S"
"ASN00091245","2020-02-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  175",",,a","  123",",,a",,,,,,,,,,,"  152","H,,S"
"ASN00091245","2020-03-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  197",",,a","  137",",,a",,,,,,,,,,,"  148","H,,S"
"ASN00091245","2020-03-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   62",",,a","  148",",,a","  110",",,a",,,,,,,,,,,"  132","H,,S"
"ASN00091245","2020-03-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  166",",,a","  115",",,a",,,,,,,,,,,"  145","H,,S"
"ASN00091245","2020-03-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  195",",,a","  109",",,a",,,,,,,,,,,"  171","H,,S"
"ASN00091245","2020-03-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   64",",,a","  174",",,a","  158",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2020-03-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   86",",,a","  148",",,a","  134",",,a",,,,,,,,,,,"  134","H,,S"
"ASN00091245","2020-03-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  168",",,a","  114",",,a",,,,,,,,,,,"  139","H,,S"
"ASN00091245","2020-03-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    6",",,a","  181",",,a","  116",",,a",,,,,,,,,,,"  136","H,,S"
"ASN00091245","2020-03-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  175",",,a","  104",",,a",,,,,,,,,,,"  129","H,,S"
"ASN00091245","2020-03-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  195",",,a","  102",",,a",,,,,,,,,,,"  158","H,,S"
"ASN00091245","2020-03-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  200",",,a","  136",",,a",,,,,,,,,,,"  171","H,,S"
"ASN00091245","2020-03-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  221",",,a","  153",",,a",,,,,,,,,,,"  185","H,,S"
"ASN00091245","2020-03-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   30",",,a","  180",",,a","  161",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2020-03-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   48",",,a","  148",",,a","  110",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00091245","2020-03-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   32",",,a","  161",",,a","  103",",,a",,,,,,,,,,,"  133","H,,S"
"ASN00091245","2020-03-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  201",",,a","   96",",,a",,,,,,,,,,,"  165","H,,S"
"ASN00091245","2020-03-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  204",",,a","  149",",,a",,,,,,,,,,,"  179","H,,S"
"ASN00091245","2020-03-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  192",",,a","  159",",,a",,,,,,,,,,,"  158","H,,S"
"ASN00091245","2020-03-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   18",",,a","  174",",,a","  138",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2020-03-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   70",",,a","  167",",,a","  144",",,a",,,,,,,,,,,"  137","H,,S"
"ASN00091245","2020-03-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    6",",,a","  161",",,a","  121",",,a",,,,,,,,,,,"  133","H,,S"
"ASN00091245","2020-03-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  146",",,a","  116",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2020-03-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  154",",,a","  113",",,a",,,,,,,,,,,"  120","H,,S"
"ASN00091245","2020-03-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  150",",,a","   96",",,a",,,,,,,,,,,"  128","H,,S"
"ASN00091245","2020-03-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    6",",,a","  163",",,a","  105",",,a",,,,,,,,,,,"  128","H,,S"
"ASN00091245","2020-03-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  196",",,a","   95",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2020-03-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  201",",,a","  106",",,a",,,,,,,,,,,"  166","H,,S"
"ASN00091245","2020-03-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  207",",,a","  135",",,a",,,,,,,,,,,"  174","H,,S"
"ASN00091245","2020-03-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   88",",,a","  183",",,a","  161",",,a",,,,,,,,,,,"  158","H,,S"
"ASN00091245","2020-03-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  130",",,a","  166",",,a","  141",",,a",,,,,,,,,,,"  144","H,,S"
"ASN00091245","2020-03-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   28",",,a","  187",",,a","  124",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2020-04-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  205",",,a","  130",",,a",,,,,,,,,,,"  154","H,,S"
"ASN00091245","2020-04-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  151",",,a","  133",",,a",,,,,,,,,,,"  145","H,,S"
"ASN00091245","2020-04-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   86",",,a","  193",",,a","  136",",,a",,,,,,,,,,,"  152","H,,S"
"ASN00091245","2020-04-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  110",",,a","  137",",,a","  110",",,a",,,,,,,,,,,"  102","H,,S"
