"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ASN00091245","2018-12-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  187",",,a","  148",",,a",,,,,,,,,,,"  166","H,,S"
"ASN00091245","2018-12-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   12",",,a","  173",",,a","  157",",,a",,,,,,,,,,,"  164","H,,S"
"ASN00091245","2018-12-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  166",",,a","  200",",,a","  144",",,a",,,,,,,,,,,"  177","H,,S"
"ASN00091245","2018-12-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  197",",,a","  149",",,a",,,,,,,,,,,"  173","H,,S"
"ASN00091245","2018-12-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   76",",,a","  192",",,a","  159",",,a",,,,,,,,,,,"  156","H,,S"
"ASN00091245","2018-12-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   90",",,a","  167",",,a","  142",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2018-12-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  189",",,a","  136",",,a",,,,,,,,,,,"  160","H,,S"
"ASN00091245","2018-12-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS",,,"  170",",,a",,,,,,,,,,,,,"  154","H,,S"
"ASN00091245","2018-12-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   14",",,a","  175",",,a","  143",",,a",,,,,,,,,,,"  143","H,,S"
"ASN00091245","2018-12-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   38",",,a","  184",",,a","  121",",,a",,,,,,,,,,,"  139","H,,S"
"ASN00091245","2018-12-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  173",",,a","  113",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2018-12-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  186",",,a","  134",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2018-12-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  236",",,a","  133",",,a",,,,,,,,,,,"  182","H,,S"
"ASN00091245","2018-12-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  168",",,a","  146",",,a",,,,,,,,,,,"  144","H,,S"
"ASN00091245","2018-12-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  200",",,a","  111",",,a",,,,,,,,,,,"  161","H,,S"
"ASN00091245","2018-12-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  231",",,a","  130",",,a",,,,,,,,,,,"  188","H,,S"
"ASN00091245","2018-12-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  226",",,a","  168",",,a",,,,,,,,,,,"  176","H,,S"
"ASN00091245","2018-12-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   14",",,a","  189",",,a","  161",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2018-12-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  184",",,a","  119",",,a",,,,,,,,,,,"  154","H,,S"
"ASN00091245","2018-12-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  198",",,a","  125",",,a",,,,,,,,,,,"  166","H,,S"
"ASN00091245","2019-01-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  188",",,a","  149",",,a",,,,,,,,,,,"  162","H,,S"
"ASN00091245","2019-01-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  193",",,a","  142",",,a",,,,,,,,,,,"  160","H,,S"
"ASN00091245","2019-01-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  214",",,a","  132",",,a",,,,,,,,,,,"  188","H,,S"
"ASN00091245","2019-01-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  248",",,a","  166",",,a",,,,,,,,,,,"  168","H,,S"
"ASN00091245","2019-01-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  188",",,a","  143",",,a",,,,,,,,,,,"  155","H,,S"
"ASN00091245","2019-01-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  184",",,a","  131",",,a",,,,,,,,,,,"  154","H,,S"
"ASN00091245","2019-01-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  192",",,a","  138",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2019-01-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  185",",,a","  134",",,a",,,,,,,,,,,"  148","H,,S"
"ASN00091245","2019-01-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  174",",,a","  122",",,a",,,,,,,,,,,"  148","H,,S"
"ASN00091245","2019-01-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  195",",,a","  132",",,a",,,,,,,,,,,"  146","H,,S"
"ASN00091245","2019-01-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  210",",,a","   90",",,a",,,,,,,,,,,"  178","H,,S"
"ASN00091245","2019-01-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  187",",,a","  152",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2019-01-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  222",",,a","  128",",,a",,,,,,,,,,,"  181","H,,S"
"ASN00091245","2019-01-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  224",",,a","  157",",,a",,,,,,,,,,,"  194","H,,S"
"ASN00091245","2019-01-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  219",",,a","  170",",,a",,,,,,,,,,,"  179","H,,S"
"ASN00091245","2019-01-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  191",",,a","  156",",,a",,,,,,,,,,,"  166","H,,S"
"ASN00091245","2019-01-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   34",",,a","  249",",,a","  147",",,a",,,,,,,,,,,"  193","H,,S"
"ASN00091245","2019-01-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  210",",,a","  163",",,a",,,,,,,,,,,"  167","H,,S"
"ASN00091245","2019-01-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  191",",,a","  143",",,a",,,,,,,,,,,"  169","H,,S"
"ASN00091245","2019-01-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  195",",,a","  152",",,a",,,,,,,,,,,"  162","H,,S"
"ASN00091245","2019-01-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  195",",,a","  147",",,a",,,,,,,,,,,"  168","H,,S"
"ASN00091245","2019-01-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  201",",,a","  151",",,a",,,,,,,,,,,"  172","H,,S"
"ASN00091245","2019-01-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  217",",,a","  141",",,a",,,,,,,,,,,"  174","H,,S"
"ASN00091245","2019-01-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  220",",,a","  154",",,a",,,,,,,,,,,"  194","H,,S"
"ASN00091245","2019-01-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  256",",,a","  178",",,a",,,,,,,,,,,"  179","H,,S"
"ASN00091245","2019-01-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  200",",,a","  147",",,a",,,,,,,,,,,"  168","H,,S"
"ASN00091245","2019-01-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  195",",,a","  144",",,a",,,,,,,,,,,"  173","H,,S"
"ASN00091245","2019-01-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  223",",,a","  142",",,a",,,,,,,,,,,"  183","H,,S"
"ASN00091245","2019-01-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  234",",,a","  163",",,a",,,,,,,,,,,"  186","H,,S"
"ASN00091245","2019-01-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  244",",,a","  156",",,a",,,,,,,,,,,"  180","H,,S"
"ASN00091245","2019-01-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  166",",,a","  125",",,a",,,,,,,,,,,"  138","H,,S"
"ASN00091245","2019-02-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  208",",,a","  102",",,a",,,,,,,,,,,"  174","H,,S"
"ASN00091245","2019-02-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  229",",,a","  145",",,a",,,,,,,,,,,"  193","H,,S"
"ASN00091245","2019-02-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  200",",,a","  169",",,a",,,,,,,,,,,"  171","H,,S"
"ASN00091245","2019-02-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  179",",,a","  149",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2019-02-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  213",",,a","  137",",,a",,,,,,,,,,,"  186","H,,S"
"ASN00091245","2019-02-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  200",",,a","  167",",,a",,,,,,,,,,,"  183","H,,S"
"ASN00091245","2019-02-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   38",",,a","  234",",,a","  171",",,a",,,,,,,,,,,"  183","H,,S"
"ASN00091245","2019-02-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  188",",,a","  155",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2019-02-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  130",",,a","  161",",,a","  114",",,a",,,,,,,,,,,"  146","H,,S"
"ASN00091245","2019-02-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    6",",,a","  175",",,a","  112",",,a",,,,,,,,,,,"  167","H,,S"
"ASN00091245","2019-02-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  194",",,a","  151",",,a",,,,,,,,,,,"  163","H,,S"
"ASN00091245","2019-02-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  122",",,a","  149",",,a","  116",",,a",,,,,,,,,,,"  121","H,,S"
"ASN00091245","2019-02-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   38",",,a","  164",",,a","   91",",,a",,,,,,,,,,,"  143","H,,S"
"ASN00091245","2019-02-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  183",",,a","  106",",,a",,,,,,,,,,,"  159","H,,S"
"ASN00091245","2019-02-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  201",",,a","  147",",,a",,,,,,,,,,,"  159","H,,S"
"ASN00091245","2019-02-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  204",",,a","  129",",,a",,,,,,,,,,,"  158","H,,S"
"ASN00091245","2019-02-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  204",",,a","  132",",,a",,,,,,,,,,,"  169","H,,S"
"ASN00091245","2019-02-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  178",",,a","  150",",,a",,,,,,,,,,,"  148","H,,S"
"ASN00091245","2019-02-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  177",",,a","  131",",,a",,,,,,,,,,,"  150","H,,S"
"ASN00091245","2019-02-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  177",",,a","  136",",,a",,,,,,,,,,,"  148","H,,S"
"ASN00091245","2019-02-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  183",",,a","  125",",,a",,,,,,,,,,,"  152","H,,S"
"ASN00091245","2019-02-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  178",",,a","  129",",,a",,,,,,,,,,,"  150","H,,S"
"ASN00091245","2019-02-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  229",",,a","  124",",,a",,,,,,,,,,,"  179","H,,S"
"ASN00091245","2019-02-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  212",",,a","  150",",,a",,,,,,,,,,,"  177","H,,S"
"ASN00091245","2019-02-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  221",",,a","  163",",,a",,,,,,,,,,,"  178","H,,S"
"ASN00091245","2019-02-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  183",",,a","  149",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2019-02-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  219",",,a","  115",",,a",,,,,,,,,,,"  178","H,,S"
"ASN00091245","2019-02-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  213",",,a","  165",",,a",,,,,,,,,,,"  194","H,,S"
"ASN00091245","2019-03-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  261",",,a","  168",",,a",,,,,,,,,,,"  216","H,,S"
"ASN00091245","2019-03-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  251",",,a","  190",",,a",,,,,,,,,,,"  207","H,,S"
"ASN00091245","2019-03-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  247",",,a","  188",",,a",,,,,,,,,,,"  171","H,,S"
"ASN00091245","2019-03-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  206",",,a","  146",",,a",,,,,,,,,,,"  170","H,,S"
"ASN00091245","2019-03-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  191",",,a","  145",",,a",,,,,,,,,,,"  142","H,,S"
"ASN00091245","2019-03-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   68",",,a","  146",",,a","   94",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2019-03-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  185",",,a","  100",",,a",,,,,,,,,,,"  154","H,,S"
"ASN00091245","2019-03-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  173",",,a","  137",",,a",,,,,,,,,,,"  155","H,,S"
"ASN00091245","2019-03-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  222",",,a","  140",",,a",,,,,,,,,,,"  174","H,,S"
"ASN00091245","2019-03-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  195",",,a","  150",",,a",,,,,,,,,,,"  156","H,,S"
"ASN00091245","2019-03-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  171",",,a","  133",",,a",,,,,,,,,,,"  144","H,,S"
"ASN00091245","2019-03-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   22",",,a","  159",",,a","  108",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2019-03-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  178",",,a","   71",",,a",,,,,,,,,,,"  137","H,,S"
"ASN00091245","2019-03-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  204",",,a","  105",",,a",,,,,,,,,,,"  157","H,,S"
"ASN00091245","2019-03-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   12",",,a","  188",",,a","  130",",,a",,,,,,,,,,,"  152","H,,S"
"ASN00091245","2019-03-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  215",",,a","  118",",,a",,,,,,,,,,,"  175","H,,S"
"ASN00091245","2019-03-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  224",",,a","  149",",,a",,,,,,,,,,,"  171","H,,S"
"ASN00091245","2019-03-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  227",",,a","  134",",,a",,,,,,,,,,,"  174","H,,S"
"ASN00091245","2019-03-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  193",",,a","  140",",,a",,,,,,,,,,,"  175","H,,S"
"ASN00091245","2019-03-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   58",",,a","  217",",,a","  158",",,a",,,,,,,,,,,"  175","H,,S"
"ASN00091245","2019-03-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  206",",,a","  161",",,a",,,,,,,,,,,"  178","H,,S"
"ASN00091245","2019-03-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  207",",,a","  157",",,a",,,,,,,,,,,"  182","H,,S"
"ASN00091245","2019-03-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   58",",,a","  211",",,a","  169",",,a",,,,,,,,,,,"  169","H,,S"
"ASN00091245","2019-03-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   38",",,a","  208",",,a","  152",",,a",,,,,,,,,,,"  162","H,,S"
"ASN00091245","2019-03-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   36",",,a","  136",",,a","  103",",,a",,,,,,,,,,,"  119","H,,S"
"ASN00091245","2019-03-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   50",",,a","  155",",,a","   90",",,a",,,,,,,,,,,"  137","H,,S"
"ASN00091245","2019-03-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  187",",,a","  126",",,a",,,,,,,,,,,"  153","H,,S"
"ASN00091245","2019-03-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  207",",,a","  133",",,a",,,,,,,,,,,"  165","H,,S"
"ASN00091245","2019-03-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  209",",,a","  134",",,a",,,,,,,,,,,"  131","H,,S"
"ASN00091245","2019-03-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   30",",,a","  140",",,a","  107",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2019-03-31","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  153",",,a","  111",",,a",,,,,,,,,,,"  128","H,,S"
"ASN00091245","2019-04-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  148",",,a","  119",",,a",,,,,,,,,,,"  122","H,,S"
"ASN00091245","2019-04-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  190",",,a","   98",",,a",,,,,,,,,,,"  154","H,,S"
"ASN00091245","2019-04-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   22",",,a","  161",",,a","  124",",,a",,,,,,,,,,,"  115","H,,S"
"ASN00091245","2019-04-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   12",",,a","  175",",,a","   77",",,a",,,,,,,,,,,"  158","H,,S"
"ASN00091245","2019-04-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  186",",,a","  144",",,a",,,,,,,,,,,"  161","H,,S"
"ASN00091245","2019-04-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   94",",,a","  170",",,a","  128",",,a",,,,,,,,,,,"  141","H,,S"
"ASN00091245","2019-04-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  156",",,a","  132",",,a",,,,,,,,,,,"  136","H,,S"
"ASN00091245","2019-04-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   80",",,a","  171",",,a","  120",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2019-04-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   40",",,a","  140",",,a","   95",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00091245","2019-04-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  142",",,a","  101",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00091245","2019-04-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  152",",,a","  104",",,a",,,,,,,,,,,"  121","H,,S"
"ASN00091245","2019-04-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS",,,"  181",",,a",,,,,,,,,,,,,"  148","H,,S"
"ASN00091245","2019-04-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   36",",,a","  157",",,a","  130",",,a",,,,,,,,,,,"  138","H,,S"
"ASN00091245","2019-04-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  168",",,a","  105",",,a",,,,,,,,,,,"  151","H,,S"
"ASN00091245","2019-04-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  174",",,a","  140",",,a",,,,,,,,,,,"  163","H,,S"
"ASN00091245","2019-04-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  200",",,a","  158",",,a",,,,,,,,,,,"  175","H,,S"
"ASN00091245","2019-04-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  187",",,a","  163",",,a",,,,,,,,,,,"  143","H,,S"
"ASN00091245","2019-04-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  184",",,a","  156",",,a","  107",",,a",,,,,,,,,,,"  111","H,,S"
"ASN00091245","2019-04-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  174",",,a","   62",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2019-04-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  186",",,a","  106",",,a",,,,,,,,,,,"  167","H,,S"
"ASN00091245","2019-04-21","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  200",",,a","  160",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2019-04-22","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   20",",,a","  160",",,a","  120",",,a",,,,,,,,,,,"  136","H,,S"
"ASN00091245","2019-04-23","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  154",",,a","  120",",,a",,,,,,,,,,,"  136","H,,S"
"ASN00091245","2019-04-24","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  155",",,a","  124",",,a",,,,,,,,,,,"  142","H,,S"
"ASN00091245","2019-04-25","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   22",",,a","  156",",,a","  129",",,a",,,,,,,,,,,"  131","H,,S"
"ASN00091245","2019-04-26","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   22",",,a","  126",",,a","   85",",,a",,,,,,,,,,,"  104","H,,S"
"ASN00091245","2019-04-27","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   66",",,a","  140",",,a","   77",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2019-04-28","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   10",",,a","  151",",,a","  109",",,a",,,,,,,,,,,"  125","H,,S"
"ASN00091245","2019-04-29","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   42",",,a",,,"  114",",,a",,,,,,,,,,,"  127","H,,S"
"ASN00091245","2019-04-30","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS",,,"  175",",,a","  106",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2019-05-01","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  178",",,a","  139",",,a",,,,,,,,,,,"  150","H,,S"
"ASN00091245","2019-05-02","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","  258",",,a","  171",",,a","  132",",,a",,,,,,,,,,,"  149","H,,S"
"ASN00091245","2019-05-03","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  157",",,a","  122",",,a",,,,,,,,,,,"  133","H,,S"
"ASN00091245","2019-05-04","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   40",",,a","  144",",,a","  107",",,a",,,,,,,,,,,"  116","H,,S"
"ASN00091245","2019-05-05","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  144",",,a","   86",",,a",,,,,,,,,,,"  117","H,,S"
"ASN00091245","2019-05-06","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  150",",,a","   97",",,a",,,,,,,,,,,"  113","H,,S"
"ASN00091245","2019-05-07","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  162",",,a","   81",",,a",,,,,,,,,,,"  133","H,,S"
"ASN00091245","2019-05-08","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   98",",,a","  145",",,a","  103",",,a",,,,,,,,,,,"  122","H,,S"
"ASN00091245","2019-05-09","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   42",",,a","  137",",,a","  108",",,a",,,,,,,,,,,"  112","H,,S"
"ASN00091245","2019-05-10","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   52",",,a","  133",",,a","   96",",,a",,,,,,,,,,,"  114","H,,S"
"ASN00091245","2019-05-11","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    0",",,a","  153",",,a","  103",",,a",,,,,,,,,,,"  133","H,,S"
"ASN00091245","2019-05-12","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   24",",,a","  154",",,a","  123",",,a",,,,,,,,,,,"  136","H,,S"
"ASN00091245","2019-05-13","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    8",",,a","  154",",,a","  122",",,a",,,,,,,,,,,"  136","H,,S"
"ASN00091245","2019-05-14","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   74",",,a","  147",",,a","  116",",,a",,,,,,,,,,,"  124","H,,S"
"ASN00091245","2019-05-15","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   16",",,a","  145",",,a","  112",",,a",,,,,,,,,,,"  123","H,,S"
"ASN00091245","2019-05-16","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   18",",,a","  148",",,a","  115",",,a",,,,,,,,,,,"  130","H,,S"
"ASN00091245","2019-05-17","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    2",",,a","  172",",,a","  118",",,a",,,,,,,,,,,"  138","H,,S"
"ASN00091245","2019-05-18","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  174",",,a","  109",",,a",,,,,,,,,,,"  125","H,,S"
"ASN00091245","2019-05-19","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","    4",",,a","  160",",,a","   80",",,a",,,,,,,,,,,"  135","H,,S"
"ASN00091245","2019-05-20","-40.6828","144.69","94.0","CAPE GRIM BAPS, AS","   26",",,a","  154",",,a","   91",",,a",,,,,,,,,,,"  138","H,,S"
