"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00181790","2019-06-19","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  211",",,7","   18",",,7",,,,,,,,,"  239",",,7,2400","  180",",,7","   80",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-06-20","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  211",",,7","   31",",,7",,,,,,,,,"  239",",,7,2400","  270",",,7","  125",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-06-21","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  194",",,7","   49",",,7",,,,,,,,,"  194",",,7,2400","  270",",,7","  143",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-06-22","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  128",",,7","   27",",,7",,,,,,,,,"  167",",,7,2400","  360",",,7","  107",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-06-23","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  122",",,7","   18",",,7",,,,,,,,,"  189",",,7,2400","  180",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-06-24","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  156",",,7","   18",",,7",,,,,,,,,"  239",",,7,2400","  180",",,7","  103",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-06-25","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  249",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  211",",,7","   31",",,7",,,,,,,,,"  211",",,7,2400","  270",",,7","  125",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-06-26","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  172",",,7","   27",",,7",,,,,,,,,"  233",",,7,2400","  270",",,7","  103",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-06-27","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  194",",,7","   22",",,7",,,,,,,,,"  233",",,7,2400","  202",",,7","  107",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-06-28","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  206",",,7","   18",",,7",,,,,,,,,"  233",",,7,2400","  360",",,7","  103",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-06-29","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   46",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  206",",,7","   27",",,7",,,,,,,,,"  211",",,7,2400","  360",",,7","  152",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-06-30","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    8",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  200",",,7","   36",",,7",,,,,,,,,"  217",",,7,2400","  270",",,7","  125",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-01","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  144",",,7","   22",",,7",,,,,,,,,"  200",",,7,2400","  270",",,7","   80",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-02","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  344",",,7","  167",",,7","   31",",,7",,,,,,,,,"  228",",,7,2400","  315",",,7","  139",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-03","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  217",",,7","   22",",,7",,,,,,,,,"  239",",,7,2400","   45",",,7","  121",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-04","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  217",",,7","   22",",,7",,,,,,,,,"  239",",,7,2400","  135",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-05","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  165",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  217",",,7","   27",",,7",,,,,,,,,"  228",",,7,2400","  180",",,7","  121",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-06","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   79",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  211",",,7","   22",",,7",,,,,,,,,"  217",",,7,2400","   45",",,7","  156",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-07","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  102",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  211",",,7","   13",",,7",,,,,,,,,"  233",",,7,2400","   90",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-08","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  688",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  200",",,7","   22",",,7",,,,,,,,,"  200",",,7,2400","   22",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-09","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  183",",,7","   18",",,7",,,,,,,,,"  217",",,7,2400","  180",",,7","   89",",,7","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-10","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  194",",,7","   22",",,7",,,,,,,,,"  256",",,7,2400","  180",",,7","   80",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-11","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   97",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  211",",,7","   22",",,7",,,,,,,,,"  211",",,7,2400","  360",",,7","  121",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-12","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  200",",,7","   27",",,7",,,,,,,,,"  228",",,7,2400","  315",",,7","  107",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-13","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  178",",,7","   18",",,7",,,,,,,,,"  250",",,7,2400","  270",",,7","   80",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-14","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  211",",,7","   27",",,7",,,,,,,,,"  222",",,7,2400","  360",",,7","  107",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-15","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  156",",,7","   13",",,7",,,,,,,,,"  217",",,7,2400","  360",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-16","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   41",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  183",",,7","   18",",,7",,,,,,,,,"  261",",,7,2400","  225",",,7","  103",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-17","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  165",",,7,2400","    0",",,7,2400","    0",",,7,2400","  350",",,7","  233",",,7","   22",",,7",,,,,,,,,"  250",",,7,2400","  270",",,7","  125",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-18","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   18",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  239",",,7","   18",",,7",,,,,,,,,"  239",",,7,2400","  315",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-19","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  361",",,7","  222",",,7","   22",",,7",,,,,,,,,"  294",",,7,2400","  270",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-20","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  361",",,7","  244",",,7","   22",",,7",,,,,,,,,"  300",",,7,2400","  225",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-21","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  145",",,7,2400","    0",",,7,2400","    0",",,7,2400","  367",",,7","  228",",,7","   22",",,7",,,,,,,,,"  228",",,7,2400","  180",",,7","  192",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-22","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  163",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  206",",,7","   22",",,7",,,,,,,,,"  206",",,7,2400","  270",",,7","  130",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-23","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   91",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  189",",,7","   18",",,7",,,,,,,,,"  189",",,7,2400","   22",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-24","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  156",",,7","   18",",,7",,,,,,,,,"  167",",,7,2400","   22",",,7","  103",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-25","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  139",",,7","   13",",,7",,,,,,,,,"  189",",,7,2400","  360",",,7","   63",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-26","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  156",",,7","   18",",,7",,,,,,,,,"  200",",,7,2400","  112",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-27","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  167",",,7","   22",",,7",,,,,,,,,"  233",",,7,2400","  180",",,7","   80",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-28","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  183",",,7","   22",",,7",,,,,,,,,"  233",",,7,2400","  180",",,7","   80",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-29","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  200",",,7","   22",",,7",,,,,,,,,"  244",",,7,2400","  225",",,7","   98",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-07-30","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  200",",,7","   22",",,7",,,,,,,,,"  222",",,7,2400","  270",",,7","  143",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-07-31","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  200",",,7","    9",",,7",,,,,,,,,"  206",",,7,2400","  225",",,7","   40",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-01","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  183",",,7","   18",",,7",,,,,,,,,"  233",",,7,2400","   90",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-02","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  206",",,7","   22",",,7",,,,,,,,,"  222",",,7,2400","  180",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-03","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  323",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  200",",,7","   18",",,7",,,,,,,,,"  206",",,7,2400","   22",",,7","  183",",,7",,,"    1",",,7",,,,,,,,,"    1",",,7",,,,,,
"USC00181790","2019-08-04","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  183",",,7","   18",",,7",,,,,,,,,"  211",",,7,2400","  360",",,7","   89",",,7","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-05","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  183",",,7","   13",",,7",,,,,,,,,"  233",",,7,2400","  180",",,7","   58",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-06","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   36",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  189",",,7","   18",",,7",,,,,,,,,"  217",",,7,2400","  270",",,7","  143",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-08-07","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  200",",,7","   22",",,7",,,,,,,,,"  217",",,7,2400","  270",",,7","   98",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-08","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  189",",,7","   31",",,7",,,,,,,,,"  244",",,7,2400","  270",",,7","  107",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-09","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  206",",,7","   36",",,7",,,,,,,,,"  217",",,7,2400","  270",",,7","  121",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-10","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  133",",,7","   22",",,7",,,,,,,,,"  183",",,7,2400","  315",",,7","   98",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-11","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  133",",,7","   22",",,7",,,,,,,,,"  167",",,7,2400","  360",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-12","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  133",",,7","   22",",,7",,,,,,,,,"  250",",,7,2400","  180",",,7","   80",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-13","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   30",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  228",",,7","    9",",,7",,,,,,,,,"  228",",,7,2400","  135",",,7","   49",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-14","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   33",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  217",",,7","   18",",,7",,,,,,,,,"  228",",,7,2400","  360",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-15","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   18",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  200",",,7","   18",",,7",,,,,,,,,"  228",",,7,2400","  180",",,7","   94",",,7","    1",",,7",,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-16","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  211",",,7","   18",",,7",,,,,,,,,"  228",",,7,2400","  180",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-17","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  206",",,7","   22",",,7",,,,,,,,,"  250",",,7,2400","  180",",,7","  103",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-18","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   28",",,7,2400","    0",",,7,2400","    0",",,7,2400","  350",",,7","  211",",,7","   22",",,7",,,,,,,,,"  217",",,7,2400","  315",",,7","  192",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-08-19","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  344",",,7","  194",",,7","   18",",,7",,,,,,,,,"  239",",,7,2400","  360",",,7","   63",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-20","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  344",",,7","  206",",,7","   18",",,7",,,,,,,,,"  228",",,7,2400","  180",",,7","  112",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-21","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  211",",,7","   27",",,7",,,,,,,,,"  261",",,7,2400","  180",",,7","  121",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-22","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   18",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  206",",,7","   27",",,7",,,,,,,,,"  228",",,7,2400","  315",",,7","  156",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-08-23","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  157",",,7,2400","    0",",,7,2400","    0",",,7,2400","  228",",,7","  156",",,7","   22",",,7",,,,,,,,,"  156",",,7,2400","  315",",,7","   98",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-24","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  133",",,7","   27",",,7",,,,,,,,,"  156",",,7,2400","  360",",,7","  103",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-25","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  150",",,7","   27",",,7",,,,,,,,,"  172",",,7,2400","   90",",,7","  103",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-26","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  122",",,7","   22",",,7",,,,,,,,,"  189",",,7,2400","   90",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-27","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  244",",,7","  172",",,7","   27",",,7",,,,,,,,,"  217",",,7,2400","  180",",,7","   85",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-28","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","  203",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  178",",,7","   18",",,7",,,,,,,,,"  178",",,7,2400","  270",",,7","   98",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-29","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  133",",,7","   27",",,7",,,,,,,,,"  156",",,7,2400","  270",",,7","  121",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-30","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  139",",,7","   27",",,7",,,,,,,,,"  206",",,7,2400","  180",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-08-31","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  178",",,7","   22",",,7",,,,,,,,,"  194",",,7,2400","  360",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-01","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  194",",,7","   18",",,7",,,,,,,,,"  217",",,7,2400","  180",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-02","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   18",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  200",",,7","   31",",,7",,,,,,,,,"  200",",,7,2400","  180",",,7","   98",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-09-03","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  161",",,7","   18",",,7",,,,,,,,,"  200",",,7,2400","  180",",,7","   63",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-04","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  194",",,7","   31",",,7",,,,,,,,,"  222",",,7,2400","  270",",,7","  130",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-05","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  167",",,7","   22",",,7",,,,,,,,,"  183",",,7,2400","  360",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-06","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  161",",,7","   27",",,7",,,,,,,,,"  172",",,7,2400","  360",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-07","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  139",",,7","   31",",,7",,,,,,,,,"  189",",,7,2400","  315",",,7","  116",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-08","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  122",",,7","   18",",,7",,,,,,,,,"  189",",,7,2400","  270",",,7","   80",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-09","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  167",",,7","    9",",,7",,,,,,,,,"  172",",,7,2400","  180",",,7","   45",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-10","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  150",",,7","   27",",,7",,,,,,,,,"  222",",,7,2400","  180",",,7","   94",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-11","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","   18",",,7,2400","    0",",,7,2400","    0",",,7,2400","  350",",,7","  183",",,7","   31",",,7",,,,,,,,,"  233",",,7,2400","  180",",,7","   98",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00181790","2019-09-12","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  350",",,7","  200",",,7","   31",",,7",,,,,,,,,"  217",",,7,2400","  360",",,7","  112",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-13","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  178",",,7","   27",",,7",,,,,,,,,"  183",",,7,2400","   90",",,7","   80",",,7",,,,,,,,,,,,,,,,,,,,
"USC00181790","2019-09-14","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  178",",,7","   31",",,7",,,,,,,,,"  200",",,7,2400","  180",",,7","  103",",,7",,,,,,,,,,,,,,,,,,,,
