"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00362942","2018-09-24","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  211",",,7","  106",",,7",,,,,,,,,"   20",",,7,0700",,,,,,,,,,,,,"  144",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-09-25","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  262",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","  144",",,7",,,,,,,,,"    5",",,7,0700",,,,,,,,,,,,,"  156",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-09-26","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   84",",,7,0700","    0",",,7,","    0",",,7,0700","  217",",,7","  156",",,7",,,,,,,,,"    5",",,7,0700",,,,,,,,,,,,,"  200",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-09-27","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   46",",,7,0700","    0",",,7,","    0",",,7,0700","  244",",,7","  111",",,7",,,,,,,,,"   -5",",X,7,0700",,,,,,,,,,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-09-28","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   38",",,7,0700","    0",",,7,","    0",",,7,0700","  183",",,7","  111",",,7",,,,,,,,,"  -13",",X,7,0700",,,,,,,,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-09-29","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  211",",,7","   89",",,7",,,,,,,,,"   13",",,7,0700",,,,,,,,,,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-09-30","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  194",",,7","   67",",,7",,,,,,,,,"   25",",,7,0700",,,,,,,,,,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-10-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  222",",,7","   72",",,7",,,,,,,,,"   13",",,7,0700",,,,,,,,,,,,,"  111",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  261",",,7","  111",",,7",,,,,,,,,"   18",",,7,0700",,,,,,,,,,,,,"  144",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   15",",,7,0700","    0",",,7,","    0",",,7,0700","  256",",,7","  144",",,7",,,,,,,,,"   20",",,7,0700",,,,,,,,,,,,,"  156",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  233",",,7","  156",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"  183",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  203",",,7,0700","    0",",,7,","    0",",,7,0700","  239",",,7","  100",",,7",,,,,,,,,"   20",",,7,0700",,,,,,,,,,,,,"  106",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  206",",,7","  106",",,7",,,,,,,,,"    8",",,7,0700",,,,,,,,,,,,,"  178",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  117",",,7,0700","    0",",,7,","    0",",,7,0700","  289",",,7","  172",",,7",,,,,,,,,"   18",",,7,0700",,,,,,,,,,,,,"  183",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  289",",,7","  172",",,7",,,,,,,,,"   10",",,7,0700",,,,,,,,,,,,,"  178",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  311",",,7","  172",",,7",,,,,,,,,"   30",",,7,0700",,,,,,,,,,,,,"  172",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  300",",,7","  167",",,7",,,,,,,,,"   41",",,7,0700",,,,,,,,,,,,,"  183",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   18",",,7,0700","    0",",,7,","    0",",,7,0700","  300",",,7","  183",",,7",,,,,,,,,"   23",",,7,0700",,,,,,,,,,,,,"  206",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   25",",,7,0700","    0",",,7,","    0",",,7,0700","  217",",,7","   94",",,7",,,,,,,,,"   15",",,7,0700",,,,,,,,,,,,,"   94",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-13","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   84",",,7,0700","    0",",,7,","    0",",,7,0700","  117",",,7","   56",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   56",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-14","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","   94",",,7","   33",",,7",,,,,,,,,"   13",",,7,0700",,,,,,,,,,,,,"   33",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-15","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  139",",,7","   33",",,7",,,,,,,,,"   20",",,7,0700",,,,,,,,,,,,,"  139",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-16","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   84",",,7,0700","    0",",,7,","    0",",,7,0700","  167",",,7","   22",",,7",,,,,,,,,"   15",",,7,0700",,,,,,,,,,,,,"   22",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-17","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  117",",,7","   17",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,"   39",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-18","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  133",",,7","   28",",,7",,,,,,,,,"   10",",,7,0700",,,,,,,,,,,,,"   33",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-19","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  106",",,7","  -17",",,7",,,,,,,,,"   15",",,7,0700",,,,,,,,,,,,,"  -17",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-20","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   46",",,7,0700","    0",",,7,","    0",",,7,0700","  150",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   83",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-21","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   76",",,7,0700","    0",",,7,","    0",",,7,0700","  150",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-22","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  203",",,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-23","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  133",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-24","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  150",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-25","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   89",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-26","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-27","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  229",",,7,0700","    0",",,7,","    0",",,7,0700","  106",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-28","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  178",",,7,0700","    0",",,7,","    0",",,7,0700","   89",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,,,"   61",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-29","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  109",",,7,0700","    0",",,7,","    0",",,7,0700","   94",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-30","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   25",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-10-31","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  133",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,"  100",",,7,0700",,,"    0",",,7",,,,,,,,,,,,,,,,
"USC00362942","2018-11-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   61",",,7,0700","    0",",,7,","    0",",,7,0700","  200",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,,"  144",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   53",",,7,0700","    0",",,7,","    0",",,7,0700","  167",",,7","  106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   28",",,7,0700","    0",",,7,","    0",",,7,0700","  167",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   15",",,7,0700","    0",",,7,","    0",",,7,0700","   83",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   51",",,7,0700","    0",",,7,","    0",",,7,0700","  122",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   46",",,7,0700","    0",",,7,","    0",",,7,0700","  156",",,7","   78",",,7",,,,,,,,,,,,,,,,,,,,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   18",",,7,0700","    0",",,7,","    0",",,7,0700","  183",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  122",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   15",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  185",",,7,0700","    0","T,,7,","    0","T,,7,0700","   67",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","    0",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   56",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-13","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   61",",,7,0700","    0",",,7,","    0",",,7,0700","   72",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-14","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   33",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-15","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    0",",,7,","    0",",,7,0700","   11",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-16","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  175",",,7,0700","   33",",,7,","   25",",,7,0700","    6",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-17","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    0",",,7,","    0",",,7,0700","    6",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-18","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   39",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-19","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   43",",,7,0700","    0",",,7,","    0",",,7,0700","   94",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-20","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  119",",,7,0700","    0",",,7,","    0",",,7,0700","   33",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-21","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","   22",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-22","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","    6",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-23","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  -39",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-24","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   10",",,7,0700","    0",",,7,","    0",",,7,0700","   50",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-25","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   99",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-27","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   81",",,7,0700","   13",",,7,","   25",",,7,0700","   78",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-28","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   15",",,7,0700","    3",",,7,","   25",",,7,0700","  -17",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-29","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","  -28",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-11-30","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   15",",,7,0700","    0",",,7,","    0","T,,7,0700","    0",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-01","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   50",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-02","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  109",",,7,0700","    0",",,7,","    0",",,7,0700","   67",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-03","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  167",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-04","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-05","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   11",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-06","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0","T,,7,0700","    0","T,,7,","    0","T,,7,0700","    0",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-07","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   23",",,7,0700","   13",",,7,","   25",",,7,0700","   22",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-08","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","    6",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-09","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    3",",,7,0700","    3",",,7,","   25",",,7,0700","  -28",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -83",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-10","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","    6",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-11","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  -28",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-12","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   17",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-13","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   33",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-14","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   89",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-15","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","   43",",,7,0700","    0",",,7,","    0",",,7,0700","  100",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-16","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  310",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","   33",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-17","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    8",",,7,0700","    0",",,7,","    0",",,7,0700","   44",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-18","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   39",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-19","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   39",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-20","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   56",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-21","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  208",",,7,0700","    0",",,7,","    0",",,7,0700","  100",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-22","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","  152",",,7,0700","    0",",,7,","    0",",,7,0700","   89",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00362942","2018-12-23","40.71507","-79.51345","283.5","FORD CITY 4 S DAM, PA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   11",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
