"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00142980","2018-11-30","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"   17",",,7,0800","   95",",,7",,,"   33",",,7",,,"   39",",,7",,,,,,,,,,,,
"USC00142980","2018-12-01","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,"   28",",,7,0800","  235",",,7",,,"   39",",,7",,,"   44",",,7",,,,,,,,,,,,
"USC00142980","2018-12-02","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800","  338",",,7",,,"   39",",,7",,,"   44",",,7",,,,,,,,,,,,
"USC00142980","2018-12-03","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800","  156",",,7",,,"   33",",,7",,,"   44",",,7",,,,,,,,,,,,
"USC00142980","2018-12-04","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,"  -56",",,7,0800","   95",",,7",,,"   33",",,7",,,"   39",",,7",,,,,,,,,,,,
"USC00142980","2018-12-05","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   72",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800","   80",",,7",,,"   33",",,7",,,"   44",",,7",,,,,,,,,,,,
"USC00142980","2018-12-06","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,"  -44",",,7,0800","  248",",,7",,,"   28",",,7",,,"   39",",,7",,,,,,,,,,,,
"USC00142980","2018-12-07","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,"  -94",",,7,0800","  127",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-08","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   28",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800","   47",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-09","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,"  -94",",,7,0800","   24",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-10","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,"  -94",",,7,0800","   79",",,7",,,"   22",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-11","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,"  -67",",,7,0800","  114",",,7",,,"   22",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-12","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800","  126",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2018-12-13","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"   22",",,7,0800","  365",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2018-12-14","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   83",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,," -111",",,7,0800","  340",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-15","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800","   42",",,7",,,"   17",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-16","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"   -6",",,7,0800","  124",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2018-12-17","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,"  -50",",,7,0800","   51",",,7",,,"   17",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2018-12-18","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,"   22",",,7,0800","  266",",,7",,,"   17",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2018-12-19","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800","   21",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-20","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"   -6",",,7,0800","  200",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-21","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,"  -83",",,7,0800","  322",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-22","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800","  159",",,7",,,"   22",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-23","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,"  -78",",,7,0800","  113",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-24","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800","  145",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-25","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,"  -33",",,7,0800","  225",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-26","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"   33",",,7,0800","  166",",,7",,,"   28",",,7",,,"   39",",,7",,,,,,,,,,,,
"USC00142980","2018-12-27","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","  434",",,7,0800","  102",",,7,0800","  102",",,7,0800","   67",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800","  163",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-28","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","   53",",,7,0800","   51",",,7,0800","  152",",,7,0800","  -28",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,"  -94",",,7,0800","   71",",,7",,,"   28",",,7",,,"   39",",,7",,,,,,,,,,,,
"USC00142980","2018-12-29","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","  102",",,7,0800","  -61",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,"  -78",",,7,0800","  124",",,7",,,"   33",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-30","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","   76",",,7,0800","  -39",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,," -111",",,7,0800","  132",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2018-12-31","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","   51",",,7,0800","   17",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800","  164",",,7",,,"   33",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2019-01-01","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","   25",",,7,0800","   17",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,," -117",",,7,0800","  541",",,7",,,"   33",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2019-01-02","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","   25",",,7,0800","  -94",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,," -144",",,7,0800","  241",",,7",,,"   33",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2019-01-03","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   22",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,," -139",",,7,0800","   55",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2019-01-04","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7"," -139",",,7",,,,,,,,,,,,,,,,,,,"  -56",",,7,0800","   32",",,7",,,"   22",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2019-01-05","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,"   17",",,7,0800","   19",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-06","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,"   39",",,7,0800","   92",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-07","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,"   -6",",,7,0800","  229",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-08","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"  -33",",,7,0800","  117",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-09","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,"  -50",",,7,0800","   63",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-10","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800","  251",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-11","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800","   69",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-12","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","  216",",,7,0800","  127",",,7,0800","  127",",,7,0800","   17",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,"  -11",",,7,0800","   82",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2019-01-13","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","  102",",,7,0800","    6",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800","  129",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-14","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","  102",",,7,0800","    0",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800","  137",",,7",,,"   22",",,7",,,"   28",",,7","    1",",,7",,,,,,,,,,
"USC00142980","2019-01-15","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","   76",",,7,0800","   22",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,"  -78",",,7,0800","   47",",,7",,,"   28",",,7",,,"   33",",,7","    1",",,7",,,,,,,,,,
"USC00142980","2019-01-16","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","   76",",,7,0800","  106",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800","   23",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-17","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","   76",",,7,0800","   -6",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800","  122",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-18","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","   51",",,7,0800","  111",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800","  224",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-19","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0","T,,7,0800","    8",",,7,0800","   51",",,7,0800","   17",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,"  -78",",,7,0800","  621",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-20","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","   51",",,7,0800","   17",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"   17",",,7,0800","   98",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-21","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","   25",",,7,0800","  144",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,"  -28",",,7,0800","  179",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-22","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0","T,,7,0800","   72",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"  -33",",,7,0800","  303",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-23","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0","T,,7,0800","    5",",,7,0800","    0","T,,7,0800","  -28",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,," -106",",,7,0800","  299",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-24","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0","T,,7,0800","   61",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,"  -72",",,7,0800","  127",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-25","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0","T,,7,0800","    5",",,7,0800","    0","T,,7,0800","    0",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800","  179",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-26","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0","T,,7,0800","   72",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,"  -17",",,7,0800","   68",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-27","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0","T,,7,0800","   94",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"   11",",,7,0800","   92",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-28","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0","T,,7,0800","  156",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"    0",",,7,0800","  290",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-29","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0","T,,7,0800","   33",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,," -100",",,7,0800","  243",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-01-30","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7"," -133",",,7",,,,,,,,,,,,,,,,,,," -133",",,7,0800","  127",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2019-01-31","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   17",",,7"," -133",",,7",,,,,,,,,,,,,,,,,,,"  -94",",,7,0800","  230",",,7",,,"   28",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2019-02-01","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,"  -44",",,7,0800","   48",",,7",,,"   22",",,7",,,"   33",",,7",,,,,,,,,,,,
"USC00142980","2019-02-02","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,"   33",",,7,0800","  196",",,7",,,"   22",",,7",,,"   28",",,7","    1",",,7",,,,,,,,,,
"USC00142980","2019-02-03","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,"   -6",",,7,0800","  132",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-02-04","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,"  -22",",,7,0800","  163",",,7",,,"   22",",,7",,,"   28",",,7","    1",",,7",,,,,,,,,,
"USC00142980","2019-02-05","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","    6",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,"  -67",",,7,0800","  196",",,7",,,"   28",",,7",,,"   28",",,7","    1",",,7",,,,,,,,,,
"USC00142980","2019-02-06","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  -56",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,"  -67",",,7,0800","   60",",,7",,,"   28",",,7",,,"   28",",,7","    1",",,7",,,,,,,,,,
"USC00142980","2019-02-07","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0","T,,7,0800","    0","T,,7,0800","    0","T,,7,0800","  -50",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,," -156",",,7,0800","   84",",,7",,,"   28",",,7",,,"   28",",,7","    1",",,7",,,,,,,,,,
"USC00142980","2019-02-08","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -89",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,," -161",",,7,0800","  135",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-02-09","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,"  -39",",,7,0800","  515",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-02-10","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,"  -61",",,7,0800","  489",",,7",,,"   28",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-02-11","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0","T,,7,0800",,,,,"   44",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800","  193",",,7",,,"   28",",,7",,,"   28",",,7","    1",",,7",,,,,,,,,,
"USC00142980","2019-02-12","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,"  -89",",,7,0800","  124",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-02-13","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,"  -50",",,7,0800","  140",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-02-14","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,"    6",",,7,0800","  167",",,7",,,"   22",",,7",,,"   28",",,7",,,,,,,,,,,,
"USC00142980","2019-02-15","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,"  -78",",,7,0800","  220",",,7",,,"   22",",,7",,,"   33",",,7",,,,,,,,,"    1",",,7",,
"USC00142980","2019-02-16","37.993","-100.8121","880.9","GARDEN CITY EXPERIMENTAL STATION, KS US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  -50",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,"  -72",",,7,0800","  193",",,7",,,"   28",",,7",,,"   33",",,7","    1",",,7",,,,,,,,,,
