"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES"
"FMC00914325","2018-12-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   33",",,7",,,,,"  317",",,7","  228",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2018-12-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    5",",,7",,,,,"  328",",,7","  233",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2018-12-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  333",",,7","  239",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2018-12-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2018-12-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  333",",,7","  239",",,7",,,,,,,"  289",",,7",,
"FMC00914325","2018-12-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  333",",,7","  244",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2018-12-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   64",",,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2018-12-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  239",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2018-12-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  228",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2018-12-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  300",",,7","  222",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2018-12-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   13",",,7",,,,,"  333",",,7","  211",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2018-12-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  333",",,7","  244",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2018-12-18","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   51",",,7",,,,,"  333",",,7","  228",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2018-12-19","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  414",",,7",,,,,"  322",",,7","  200",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2018-12-20","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  233",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2018-12-21","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  233",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2018-12-22","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  198",",,7",,,,,"  328",",,7","  217",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2018-12-23","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  406",",,7",,,,,"  300",",,7","  228",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2018-12-24","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  233",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2018-12-25","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  233",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2018-12-26","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  566",",,7",,,,,"  306",",,7","  206",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2018-12-27","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   43",",,7",,,,,"  311",",,7","  183",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2018-12-28","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  251",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2018-12-29","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  217",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2018-12-30","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   20",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2018-12-31","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    5",",,7",,,,,"  322",",,7","  222",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-01-01","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   51",",,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-01-02","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    5",",,7",,,,,"  317",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-01-03","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  356",",,7","  211",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-01-04","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  233",",,7",,,,,,,,,,
"FMC00914325","2019-01-05","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  233",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-01-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  244",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-01-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-01-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-01-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-01-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    5",",,7",,,,,"  322",",,7","  233",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-01-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  239",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-01-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-01-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  132",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-01-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  406",",,7",,,,,"  294",",,7","  183",",,7",,,,,,,"  211",",,7",,
"FMC00914325","2019-01-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  406",",,7",,,,,"  294",",,7","  211",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2019-01-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  241",",,7",,,,,"  306",",,7","  200",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-01-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   38",",,7",,,,,"  311",",,7","  200",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-01-18","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  391",",,7",,,,,"  283",",,7","  194",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2019-01-19","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   15",",,7",,,,,"  306",",,7","  217",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-01-20","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  196",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-01-21","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  262",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  217",",,7",,
"FMC00914325","2019-01-22","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  551",",,7",,,,,"  283",",,7","  189",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-01-23","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   25",",,7",,,,,"  311",",,7","  222",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-01-24","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  233",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-01-25","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  559",",,7",,,,,"  322",",,7","  189",",,7",,,,,,,"  228",",,7",,
"FMC00914325","2019-01-26","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  157",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-01-27","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  218",",,7",,,,,"  322",",,7","  206",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-01-28","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    5",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-01-29","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  155",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-01-30","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  163",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-01-31","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  556",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-02-01","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  500",",,7",,,,,"  306",",,7","  200",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-02-02","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   41",",,7",,,,,"  322",",,7","  222",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-02-03","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-02-04","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-02-05","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-02-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-02-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   56",",,7",,,,,"  294",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  322",",,7","  222",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  317",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0","T,,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  283",",,7",,
"FMC00914325","2019-02-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0","T,,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-02-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  217",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2019-02-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  333",",,7","  228",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   13",",,7",,,,,"  317",",,7","  217",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-02-18","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  244",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-02-19","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  147",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-20","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-21","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   53",",,7",,,,,"  306",",,7","  228",",,7",,,,,,,"  300",",,7",,
"FMC00914325","2019-02-22","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  328",",,7","  228",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-02-23","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   71",",,7",,,,,"  322",",,7","  206",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-24","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  261",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-02-25","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    5",",,7",,,,,"  317",",,7","  244",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-02-26","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  114",",,7",,,,,"  317",",,7","  211",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-02-27","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-02-28","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-03-01","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  244",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-03-02","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  244",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-03-03","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  228",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-03-04","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  391",",,7",,,,,"  294",",,7","  211",",,7",,,,,,,"  228",",,7",,
"FMC00914325","2019-03-05","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  222",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-03-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  381",",,7",,,,,"  311",",,7","  217",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-03-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  719",",,7",,,,,"  289",",,7","  211",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-03-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  160",",,7",,,,,"  289",",,7","  211",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-03-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  228",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-03-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  239",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-03-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-03-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  233",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-03-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  782",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-03-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   46",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-03-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   53",",,7",,,,,"  322",",,7","  233",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-03-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  254",",,7",,,,,"  317",",,7","  206",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2019-03-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   30",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-03-18","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  193",",,7",,,,,"  322",",,7","  217",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-03-19","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   43",",,7",,,,,"  317",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-03-20","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   74",",,7",,,,,"  317",",,7","  217",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-03-21","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-03-22","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  244",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-03-23","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  744",",,7",,,,,"  317",",,7","  211",",,7",,,,,,,"  217",",,7",,
"FMC00914325","2019-03-24","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   30",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-03-25","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  508",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-03-26","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  203",",,7",,,,,"  294",",,7","  211",",,7",,,,,,,"  228",",,7",,
"FMC00914325","2019-03-27","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    8",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-03-28","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  818",",,7",,,,,"  294",",,7","  206",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-03-29","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  233",",,7",,,,,,,"  289",",,7",,
"FMC00914325","2019-03-30","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-03-31","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  292",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  222",",,7",,
"FMC00914325","2019-04-01","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  373",",,7",,,,,"  300",",,7","  206",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-04-02","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  178",",,7",,,,,"  294",",,7","  206",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-04-03","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-04-04","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  211",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-04-05","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  222",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-04-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  239",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-04-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   81",",,7",,,,,"  317",",,7","  222",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-04-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   38",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-04-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  140",",,7",,,,,"  294",",,7","  206",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-04-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    3",",,7",,,,,"  322",",,7","  233",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-04-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  424",",,7",,,,,"  294",",,7","  211",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2019-04-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   33",",,7",,,,,"  322",",,7","  228",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-04-13","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   94",",,7",,,,,"  311",",,7","  217",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-04-14","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  239",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-04-15","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  222",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-04-16","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  328",",,7","  244",",,7",,,,,,,"  278",",,7",,
"FMC00914325","2019-04-17","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  780",",,7",,,,,"  294",",,7","  211",",,7",,,,,,,"  211",",,7",,
"FMC00914325","2019-04-18","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   56",",,7",,,,,"  294",",,7","  200",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-04-19","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  236",",,7",,,,,"  294",",,7","  211",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-04-20","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  333",",,7",,,,,"  289",",,7","  200",",,7",,,,,,,"  211",",,7",,
"FMC00914325","2019-04-21","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2019-04-22","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  145",",,7",,,,,"  322",",,7","  222",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-04-23","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  306",",,7","  211",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-04-24","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   10",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-04-25","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   20",",,7",,,,,"  322",",,7","  228",",,7",,,,,,,"  244",",,7",,
"FMC00914325","2019-04-26","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  343",",,7",,,,,"  322",",,7","  211",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2019-04-27","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   79",",,7",,,,,"  322",",,7","  217",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-04-28","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  206",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  233",",,7",,
"FMC00914325","2019-04-29","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  775",",,7",,,,,"  294",",,7","  211",",,7",,,,,,,"  228",",,7",,
"FMC00914325","2019-04-30","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   46",",,7",,,,,"  322",",,7","  228",",,7",,,,,,,"  267",",,7",,
"FMC00914325","2019-05-01","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  168",",,7",,,,,"  322",",,7","  217",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2019-05-02","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  307",",,7",,,,,"  306",",,7","  217",",,7",,,,,,,"  250",",,7",,
"FMC00914325","2019-05-03","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   25",",,7",,,,,"  322",",,7","  228",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-05-04","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM"," 1300",",,7",,,,,"  289",",,7","  194",",,7",,,,,,,"  228",",,7",,
"FMC00914325","2019-05-05","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","  427",",,7",,,,,"  289",",,7","  206",",,7",,,,,,,"  239",",,7",,
"FMC00914325","2019-05-06","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    5",",,7",,,,,"  300",",,7","  211",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-05-07","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  244",",,7",,,,,,,"  272",",,7",,
"FMC00914325","2019-05-08","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  322",",,7","  239",",,7",,,,,,,"  294",",,7",,
"FMC00914325","2019-05-09","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  317",",,7","  250",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-05-10","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  244",",,7",,,,,,,"  261",",,7",,
"FMC00914325","2019-05-11","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","    0",",,7",,,,,"  311",",,7","  211",",,7",,,,,,,"  256",",,7",,
"FMC00914325","2019-05-12","1.08333","154.8","2.7","KAPINGAMARANGI, FM FM","   30",",,7",,,,,"  311",",,7","  228",",,7",,,,,,,"  261",",,7",,
