"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV07","WV07_ATTRIBUTES"
"USW00023169","2018-12-28","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","   94",",,W","   39",",,W",,,,,"   76",",,W",,,,,,,,,"   69","H,,S",,,,,"  330",",,W","  340",",,W",,,,,,,,,"  130",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2018-12-29","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  100",",,W","   22",",,W",,,,,"   44",",,W",,,,,,,,,"   54","H,,S",,,,,"  330",",,W","   10",",,W",,,,,,,,,"  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2018-12-30","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  122",",,W","    6",",,W",,,,,"   14",",,W",,,,,,,,,"   60","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2018-12-31","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  100",",,W","   33",",,W",,,,,"   51",",,W",,,,,,,,,"   73","H,,S",,,,,"  340",",,W","  330",",,W",,,,,,,,,"  103",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-01","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","   78",",,W","    6",",,W",,,,,"   55",",,W",,,,,,,,,"   47","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,,,"  116",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-02","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","   89",",,W","  -21",",,W",,,,,"   20",",,W",,,,,,,,,"   28","H,,S",,,,,"   20",",,W","   10",",,W",,,,,,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-03","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  106",",,W","  -10",",,W",,,,,"   10",",,W",,,,,,,,,"   40","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,,,"   31",",,W","   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-04","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  128",",,W","    6",",,W",,,,,"   13",",,W",,,,,,,,,"   59","H,,S",,,,,"  210",",,W","   70",",,W",,,,,,,,,"   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-05","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","   81",",,W,2400","    0",",,W","    0",",,W","   94",",,W","   28",",,W",,,,,"   13",",,W",,,,,,,,,"   64","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,"   36",",,W","   40",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-06","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0","T,,W,2400","    0",",,W","    0",",,W","  133",",,W","   44",",,W",,,,,"   30",",,W",,,,,,,,,"   75","H,,S",,,,,"  170",",,W","  170",",,W",,,,,,,,,"   72",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-07","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  133",",,W","   94",",,W",,,,,"   34",",,W",,,,,,,,,"  105","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-08","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  144",",,W","   67",",,W",,,,,"    9",",,W",,,,,,,,,"   98","H,,S",,,,,"   70",",,W","   40",",,W",,,,,,,,,"   31",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-09","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  167",",,W","   72",",,W",,,,,"   17",",,W",,,,,,,,,"  109","H,,S",,,,,"   90",",,W","   80",",,W",,,,,,,,,"   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-10","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   56",",,W",,,,,"   14",",,W",,,,,,,,,"  109","H,,S",,,,,"  100",",,W","  210",",,W",,,,,,,,,"   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-11","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  156",",,W","   56",",,W",,,,,"   19",",,W",,,,,,,,,"  110","H,,S",,,,,"   50",",,W","   40",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-12","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  139",",,W","   61",",,W",,,,,"   18",",,W",,,,,,,,,"  107","H,,S",,,,,"   40",",,W","   30",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-13","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  133",",,W","   39",",,W",,,,,"   22",",,W",,,,,,,,,"   94","H,,S",,,,,"   40",",,W","   60",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-14","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","   71",",,W,2400","    0",",,W","    0",",,W","  122",",,W","   67",",,W",,,,,"   21",",,W",,,,,,,,,"   97","H,,S",,,,,"   40",",,W","   60",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-15","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","   99",",,W,2400","    0",",,W","    0",",,W","   89",",,W","   72",",,W",,,,,"   14",",,W",,,,,,,,,"   84","H,,S",,,,,"   80",",,W","   80",",,W",,,,,,,,,"   54",",,W","   58",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-16","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  167",",,W","   89",",,W",,,,,"   29",",,W",,,,,,,,,"  108","H,,S",,,,,"  180",",,W","  170",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-17","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","   13",",,W,2400","    0",",,W","    0",",,W","  167",",,W","   94",",,W",,,,,"   40",",,W",,,,,,,,,"  125","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,"  103",",,W","  143",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-18","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   83",",,W",,,,,"   22",",,W",,,,,,,,,"  133","H,,S",,,,,"  230",",,W","  240",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-19","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  167",",,W","   72",",,W",,,,,"    9",",,W",,,,,,,,,"  112","H,,S",,,,,"   90",",,W","   80",",,W",,,,,,,,,"   36",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-20","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   61",",,W",,,,,"   18",",,W",,,,,,,,,"  106","H,,S",,,,,"  210",",,W","  190",",,W",,,,,,,,,"   89",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-21","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  156",",,W","   83",",,W",,,,,"   83",",,W",,,,,,,,,"  122","H,,S",,,,,"  340",",,W","  230",",,W",,,,,,,,,"  134",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-22","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  117",",,W","   50",",,W",,,,,"   77",",,W",,,,,,,,,"   89","H,,S",,,,,"  330",",,W","  340",",,W",,,,,,,,,"  130",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-23","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  133",",,W","   17",",,W",,,,,"   15",",,W",,,,,,,,,"   73","H,,S",,,,,"   70",",,W","   70",",,W",,,,,,,,,"   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-24","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  167",",,W","   44",",,W",,,,,"   17",",,W",,,,,,,,,"   93","H,,S",,,,,"   30",",,W","   60",",,W",,,,,,,,,"   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-25","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  172",",,W","   44",",,W",,,,,"   16",",,W",,,,,,,,,"  103","H,,S",,,,,"  350",",,W","  350",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-26","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  183",",,W","   67",",,W",,,,,"   33",",,W",,,,,,,,,"  122","H,,S",,,,,"   50",",,W","   50",",,W",,,,,,,,,"   81",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-27","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  183",",,W","   72",",,W",,,,,"   13",",,W",,,,,,,,,"  122","H,,S",,,,,"  220",",,W","   60",",,W",,,,,,,,,"   31",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-28","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  206",",,W","   78",",,W",,,,,"   23",",,W",,,,,,,,,"  132","H,,S",,,,,"   40",",,W","   70",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-29","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  178",",,W","  111",",,W",,,,,"   16",",,W",,,,,,,,,"  146","H,,S",,,,,"   40",",,W","   40",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-30","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  178",",,W","   83",",,W",,,,,"   11",",,W",,,,,,,,,"  135","H,,S",,,,,"   50",",,W","   10",",,W",,,,,,,,,"   40",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-01-31","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  167",",,W","   61",",,W",,,,,"   13",",,W",,,,,,,,,"  119","H,,S",,,,,"   30",",,W","   40",",,W",,,,,,,,,"   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-01","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  189",",,W","   67",",,W",,,,,"   17",",,W",,,,,,,,,"  124","H,,S",,,,,"   50",",,W","   50",",,W",,,,,,,,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-02","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","   64",",,W,2400","    0",",,W","    0",",,W","  161",",,W","  106",",,W",,,,,"   36",",,W",,,,,,,,,"  138","H,,S",,,,,"  230",",,W","  220",",,W",,,,,,,,,"  107",",,W","  152",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-03","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  161",",,W","   89",",,W",,,,,"   49",",,W",,,,,,,,,"  122","H,,S",,,,,"  230",",,W","  230",",,W",,,,,,,,,"  112",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-04","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    3",",,W,2400","    0",",,W","    0",",,W","  150",",,W","   94",",,W",,,,,"   45",",,W",,,,,,,,,"  122","H,,S",,,,,"  190",",,W","  200",",,W",,,,,,,,,"   94",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-05","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0","T,,W,2400","    0",",,W","    0",",,W","  106",",,W","   33",",,W",,,,,"   59",",,W",,,,,,,,,"   97","H,,S",,,,,"  230",",,W","  230",",,W",,,,,,,,,"  103",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-06","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  100",",,W","   22",",,W",,,,,"   51",",,W",,,,,,,,,"   59","H,,S",,,,,"  260",",,W","  340",",,W",,,,,,,,,"  112",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-07","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","   89",",,W","   11",",,W",,,,,"   25",",,W",,,,,,,,,"   56","H,,S",,,,,"  330",",,W","  320",",,W",,,,,,,,,"   94",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-08","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  106",",,W","    0",",,W",,,,,"   18",",,W",,,,,,,,,"   50","H,,S",,,,,"   70",",,W","   40",",,W",,,,,,,,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-09","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  139",",,W","   11",",,W",,,,,"   36",",,W",,,,,,,,,"   66","H,,S",,,,,"  220",",,W","  210",",,W",,,,,,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-10","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    5",",,W,2400","    0","T,,W","    0",",,W","  139",",,W","   28",",,W",,,,,"   68",",,W",,,,,,,,,"  101","H,,S",,,,,"  330",",,W","  340",",,W",,,,,,,,,"  161",",,W","  228",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-11","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  106",",,W","   11",",,W",,,,,"   25",",,W",,,,,,,,,"   56","H,,S",,,,,"  310",",,W","   20",",,W",,,,,,,,,"   98",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-12","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  122",",,W","    6",",,W",,,,,"   13",",,W",,,,,,,,,"   57","H,,S",,,,,"   60",",,W","   60",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-13","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0","T,,W,2400","    0",",,W","    0",",,W","  139",",,W","   56",",,W",,,,,"   18",",,W",,,,,,,,,"   86","H,,S",,,,,"   80",",,W","   80",",,W",,,,,,,,,"   63",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-14","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","  282",",,W,2400","    0",",,W","    0",",,W","  133",",,W","   72",",,W",,,,,"   33",",,W",,,,,,,,,"   96","H,,S",,,,,"  230",",,W","  200",",,W",,,,,,,,,"  125",",,W","  197",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-15","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    3",",,W,2400","    0",",,W","    0",",,W","  144",",,W","   78",",,W",,,,,"   59",",,W",,,,,,,,,"  107","H,,S",,,,,"  230",",,W","  230",",,W",,,,,,,,,"  130",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-16","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    8",",,W,2400","    0",",,W","    0",",,W","  122",",,W","   39",",,W",,,,,"   43",",,W",,,,,,,,,"   94","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,,,"  139",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-17","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","   33",",,W,2400","    0","T,,W","    0",",,W","  106",",,W","   11",",,W",,,,,"   31",",,W",,,,,,,,,"   71","H,,S",,,,,"  230",",,W","  220",",,W",,,,,,,,,"   98",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-18","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","   13",",,W,2400","    0","T,,W","    0",",,W","   94",",,W","   17",",,W",,,,,"   58",",,W",,,,,,,,,"   50","H,,S",,,,,"  320",",,W","  320",",,W",,,,,,,,,"  112",",,W","  157",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-19","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","   89",",,W","   28",",,W",,,,,"   60",",,W",,,,,,,,,"   57","H,,S",,,,,"  360",",,W","  360",",,W",,,,,,,,,"  112",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-20","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","   58",",,W,2400","   13",",,W","    0",",,W","  100",",,W","    0",",,W",,,,,"   26",",,W",,,,,,,,,"   46","H,,S",,,,,"  340",",,W","  290",",,W",,,,,,,,,"   98",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-21","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","   53",",,W,2400","    8",",,W","    0",",,W","   67",",,W","    6",",,W",,,,,"   10",",,W",,,,,,,,,"   30","H,,S",,,,,"   40",",,W","   40",",,W",,,,,,,,,"   58",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-22","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  100",",,W","   22",",,W",,,,,"   55",",,W",,,,,,,,,"   46","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,,,"  112",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-23","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  117",",,W","    0",",,W",,,,,"   15",",,W",,,,,,,,,"   56","H,,S",,,,,"   10",",,W","  360",",,W",,,,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-24","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  139",",,W","   17",",,W",,,,,"   10",",,W",,,,,,,,,"   69","H,,S",,,,,"  260",",,W","   40",",,W",,,,,,,,,"   31",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-25","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  150",",,W","   33",",,W",,,,,"   15",",,W",,,,,,,,,"   88","H,,S",,,,,"  280",",,W","   50",",,W",,,,,,,,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-26","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  200",",,W","   56",",,W",,,,,"   26",",,W",,,,,,,,,"  118","H,,S",,,,,"   60",",,W","   60",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-27","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  222",",,W","   78",",,W",,,,,"   37",",,W",,,,,,,,,"  145","H,,S",,,,,"  220",",,W","  200",",,W",,,,,,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-02-28","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  233",",,W","  144",",,W",,,,,"   52",",,W",,,,,,,,,"  182","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,,,"   89",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023169","2019-03-01","36.0719","-115.1634","664.5","MCCARRAN INTERNATIONAL AIRPORT, NV US","    0",",,W,2400","    0",",,W","    0",",,W","  233",",,W","  133",",,W",,,,,"   43",",,W",,,,,,,,,"  181","H,,S",,,,,"  190",",,W","  200",",,W",,,,,,,,,"  107",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
