"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00128723","2018-04-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0","T,,7,0800","    0",",,7,0800","  106",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,"   39",",,7,0800",,,,,,,"   83",",,7","   94",",,7",,,,,"  100",",I,7","  100",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-04-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","   67",",,7","  -39",",,7",,,"    2",",,7",,,,,,,"   25",",,7",,,,,,,,,"    0",",,7,0800",,,,,,,"  106",",,7","  100",",,7",,,,,"  117",",,7","  106",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,"   44",",,7,0800",,,,,,,"  128",",I,7","  133",",I,7",,,,,"  139",",,7","  139",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -22",",,7",,,,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,,,,"   61",",,7","   72",",,7",,,,,"   72",",I,7","   83",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-04-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,,"  128",",,7","  117",",,7",,,,,"  144",",,7","  122",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-04-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7",,,,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,"  161",",I,7","  139",",I,7",,,,,"  172",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  188",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,,,,"  122",",,7","  133",",,7",,,,,"  139",",,7","  144",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-15","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  124",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,"   72",",,7,0800",,,,,,,"  117",",,7","  133",",,7",,,,,"  156",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-16","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   15",",,7,0800","    0","T,,7,0800","    0","T,,7,0800","  239",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,"    6",",,7,0800",,,,,,,"  156",",,7","  144",",,7",,,,,"  167",",,7","  150",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-17","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,"   67",",,7,0800",,,,,,,"   78",",,7","   89",",,7",,,,,"   89",",I,7","  100",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-04-18","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"   50",",,7,0800",,,,,,,"  133",",,7","  117",",,7",,,,,"  144",",,7","  128",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-19","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,"  106",",,7,0800",,,,,,,"  144",",,7","  128",",,7",,,,,"  167",",,7","  139",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-20","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7",,,,,,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,,,,"  139",",,7","  111",",,7",,,,,"  161",",,7","  117",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-04-21","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,,,,"  161",",,7","  133",",,7",,,,,"  172",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-22","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,,,,"  128",",,7","  117",",,7",,,,,"  156",",,7","  133",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   53",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,"  122",",,7,0800",,,,,,,"  172",",I,7","  133",",,7",,,,,"  189",",,7","  139",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-24","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  102",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  111",",,7",,,,,,,,,,,,,,,,,,,,,"  128",",,7,0800",,,,,,,"  117",",,7","  128",",,7",,,,,"  128",",,7","  139",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-25","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,"   89",",,7,0800",,,,,,,"  128",",,7","  133",",,7",,,,,"  139",",I,7","  144",",,7","    1",",,7",,,,,,,,,,,,
"USC00128723","2018-04-26","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,,,"  172",",I,7","  144",",,7",,,,,"  183",",I,7","  156",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-27","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7",,,,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,,"  194",",I,7","  156",",,7",,,,,"  206",",,7","  161",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-28","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,"  111",",,7,0800",,,,,,,"  206",",,7","  161",",,7",,,,,"  217",",,7","  172",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-29","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,"  133",",,7,0800",,,,,,,"  200",",,7","  161",",,7",,,,,"  211",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00128723","2018-04-30","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,"  111",",,7,0800",,,,,,,"  211",",,7","  156",",,7",,,,,"  222",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  306",",,7","  172",",,7",,,"    2",",,7",,,,,,,"    0",",,7",,,,,,,,,"  217",",,7,0800",,,,,,,"  256",",,7","  206",",I,7",,,,,"  278",",,7","  217",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-03","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  124",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,"  194",",,7,0800",,,,,,,"  256",",,7","  183",",,7",,,,,"  267",",,7","  194",",I,7",,,"    1",",,7",,,,,,,,,,
"USC00128723","2018-05-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7",,,,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,"  156",",,7","  167",",,7",,,,,"  239",",,7","  261",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7",,,,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,,"  156",",,7","  167",",,7",,,,,"  211",",I,7","  261",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,"  194",",,7,0800",,,,,,,"  244",",I,7","  200",",,7",,,,,"  256",",,7","  211",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7",,,,,,,,,,,,,,,,,,,,,,,"  239",",,7,0800",,,,,,,"  228",",,7","  239",",I,7",,,,,"  239",",,7","  278",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,,"  239",",,7","  194",",,7",,,,,"  256",",,7","  217",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-05-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   69",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,,"  206",",,7","  244",",I,7",,,,,"  211",",I,7","  256",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7",,,,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,,"  239",",,7","  217",",,7",,,,,"  250",",,7","  228",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,,"  233",",,7","  222",",,7",,,,,"  250",",,7","  222",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,,"  222",",,7","  211",",,7",,,,,"  233",",I,7","  217",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-05-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,,"  261",",I,7","  228",",I,7",,,,,"  272",",,7","  233",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-15","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,"  272",",,7","  233",",,7",,,,,"  289",",,7","  239",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-16","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,,"  256",",,7","  228",",,7",,,,,"  272",",,7","  228",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-17","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,,"  250",",,7","  233",",,7",,,,,"  261",",,7","  233",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-22","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  300",",,7","  172",",,7",,,"    5",",,7",,,,,,,"   33",",,7",,,,,,,,,"  206",",,7,0800",,,,,,,"  267",",,7","  244",",,7",,,,,"  278",",,7","  244",",,7","    1",",,7",,,,,,,,,,,,
"USC00128723","2018-05-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,,"  267",",,7","  244",",,7",,,,,"  283",",,7","  250",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-24","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,,"  289",",,7","  244",",,7",,,,,"  306",",,7","  250",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-05-25","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,"  267",",,7,0800",,,,,,,"  300",",,7","  261",",I,7",,,,,"  317",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-26","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   74",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,,"  306",",,7","  267",",,7",,,,,"  317",",,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-27","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,"  250",",,7,0800",,,,,,,"  289",",,7","  261",",,7",,,,,"  306",",,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-28","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,"  250",",,7,0800",,,,,,,"  300",",,7","  278",",,7",,,,,"  317",",,7","  278",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-29","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,"  244",",,7,0800",,,,,,,"  311",",,7","  278",",,7",,,,,"  322",",,7","  289",",,7",,,,,,,,,,,,,,
"USC00128723","2018-05-31","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US",,,"    0",",,7,0800","    0",",,7,0800","  328",",,7","  211",",,7",,,"    2",",,7",,,,,,,"  450",",,7",,,,,,,,,"  250",",,7,0800",,,,,,,"  283",",,7","  267",",,7",,,,,"  294",",,7","  278",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-01","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,,"  261",",,7","  261",",,7",,,,,"  272",",I,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-02","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,,"  283",",,7","  272",",,7",,,,,"  294",",,7","  278",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-03","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   33",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,"  239",",,7,0800",,,,,,,"  272",",,7","  272",",,7",,,,,"  283",",,7","  283",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-04","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,,,,"  272",",,7","  278",",,7",,,,,"  289",",,7","  294",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-05","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,,"  278",",,7","  267",",,7",,,,,"  289",",,7","  278",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-06","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,,"  289",",,7","  278",",,7",,,,,"  300",",,7","  289",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-07","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,"  250",",,7,0800",,,,,,,"  289",",,7","  267",",,7",,,,,"  300",",,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-08","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,"  300",",,7,0800",,,,,,,"  300",",,7","  278",",,7",,,,,"  311",",,7","  289",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-09","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,"  244",",,7,0800",,,,,,,"  306",",I,7","  283",",I,7",,,,,"  322",",,7","  294",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-10","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  185",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  183",",,7",,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,,"  267",",,7","  261",",,7",,,,,"  278",",I,7","  272",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-06-11","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  381",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,,"  211",",,7","  233",",,7",,,,,"  261",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-12","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  119",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,,"  217",",,7","  239",",,7",,,,,"  261",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-13","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,,"  222",",,7","  239",",,7",,,,,"  261",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-14","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,,"  267",",,7","  267",",,7",,,,,"  278",",,7","  278",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-15","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  267",",,7,0800",,,,,,,"  256",",,7","  261",",,7",,,,,"  267",",I,7","  272",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-16","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  228",",,7",,,,,,,,,,,,,,,,,,,,,"  300",",,7,0800",,,,,,,"  294",",I,7","  272",",,7",,,,,"  311",",I,7","  278",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-17","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  233",",,7",,,,,,,,,,,,,,,,,,,,,"  311",",,7,0800",,,,,,,"  328",",I,7","  278",",,7",,,,,"  339",",,7","  289",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-06-18","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  244",",,7",,,,,,,,,,,,,,,,,,,,,"  306",",,7,0800",,,,,,,"  339",",,7","  300",",I,7",,,,,"  356",",,7","  311",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-19","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,,"  344",",,7","  300",",,7",,,,,"  356",",,7","  306",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-20","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   89",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,,"  344",",I,7","  306",",I,7",,,,,"  361",",,7","  306",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-21","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,,"  244",",,7","  211",",,7",,,,,"  272",",I,7","  294",",I,7",,,,,,,,,,,,,,
"USC00128723","2018-06-22","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  203",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,"   89",",,7",,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,,"  228",",,7","  261",",,7",,,,,"  294",",,7","  294",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-23","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800",,,"   89",",,7",,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,,"  228",",,7","  250",",,7",,,,,"  294",",,7","  294",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-24","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,,"  244",",,7,0800",,,,,,,"  228",",,7","  244",",,7",,,,,"  294",",,7","  294",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-25","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","   89",",,7",,,,,,,,,,,,,,,,,,,,,"  217",",,7,0800",,,,,,,"  233",",,7","  261",",,7",,,,,"  311",",,7","  294",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-26","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","  224",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,"  222",",,7,0800",,,,,,,"  289",",I,7","  289",",,7",,,,,"  300",",,7","  294",",,7",,,,,,,,,,,,,,
"USC00128723","2018-06-27","39.4708","-87.408","154.5","TERRE HAUTE INDIANA STATE, IN US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,"  261",",,7,0800",,,,,,,"  261",",,7","  256",",,7",,,,,"  272",",I,7","  267",",I,7",,,,,,,,,,,,,,
