"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00292700","2016-08-07","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  228",",,7","   61",",,7",,,,,,,,,"   51",",,7,0700",,,,,,,,,"  111",",,7","  250",",,7","   78",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-08","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  283",",,7","   78",",,7",,,,,,,,,"   58",",,7,0700",,,,,,,,,"  111",",,7","  272",",,7","   94",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-09","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   13",",,7,0700","    0",",,7","    0",",,7,0700","  244",",,7","   44",",,7",,,,,,,,,"   36",",,7,0700",,,,,,,,,"   94",",,7","  239",",,7","   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-10","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  283",",,7","   44",",,7",,,,,,,,,"   48",",,7,0700",,,,,,,,,"  100",",,7","  278",",,7","   89",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-11","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   28",",,7,0700","    0",",,7","    0",",,7,0700","  244",",,7","   89",",,7",,,,,,,,,"   15",",,7,0700",,,,,,,,,"  128",",,7","  250",",,7","  111",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-12","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  261",",,7","   44",",,7",,,,,,,,,"   56",",,7,0700",,,,,,,,,"  100",",,7","  256",",,7","   56",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-13","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   20",",,7,0700","    0",",,7","    0",",,7,0700","  261",",,7","   33",",,7",,,,,,,,,"   38",",,7,0700",,,,,,,,,"  100",",,7","  261",",,7","   83",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-14","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-15","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-16","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700","  256",",,7","    6",",,7",,,"    3",",,7",,,,,"   86",",,7,0700",,,"   15",",,7",,,,,"   78",",,7","  261",",,7","   83",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-17","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   18",",,7,0700","    0",",,7","    0",",,7,0700","  217",",,7","   44",",,7",,,,,,,,,"   15",",,7,0700",,,,,,,,,"   89",",,7","  189",",,7","   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-18","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   38",",,7,0700","    0",",,7","    0",",,7,0700","  217",",,7","   17",",,7",,,,,,,,,"   -8",",X,7,0700",,,,,,,,,"   78",",,7","  194",",,7","   33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-19","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   10",",,7,0700","    0",",,7","    0",",,7,0700","  239",",,7","   33",",,7",,,,,,,,,"   38",",,7,0700",,,,,,,,,"  100",",,7","  239",",,7","   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-20","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   28",",,7,0700","    0",",,7","    0",",,7,0700","  222",",,7","   61",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,"  100",",,7","  222",",,7","  150",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-21","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   15",",,7,0700","    0",",,7","    0",",,7,0700","  267",",,7","   56",",,7",,,,,,,,,"   58",",,7,0700",,,,,,,,,"  100",",,7","  267",",,7","   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-22","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   13",",,7,0700","    0",",,7","    0",",,7,0700","  217",",,7","   56",",,7",,,,,,,,,"   18",",,7,0700",,,,,,,,,,,"  222",",,7","   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-23","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-24","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-25","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-26","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-27","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-28","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-29","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-30","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2016-08-31","36.5575","-105.2627","2523.7","EAGLE NEST, NM US",,,"    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-10-23","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   38",",,7,0700","    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-10-24","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","  127",",,7,0700","    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-10-25","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-10-26","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-10-27","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-10-28","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-10-29","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-10-30","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-10-31","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","  406",",,7,0700","  356",",,7","  356",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-01","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  127",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-02","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-03","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   25",",,7,0700","   25",",,7","   76",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-04","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-05","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0","T,,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-06","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  106",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-07","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","  106",",,7","  -67",",,7",,,,,,,,,,,,,,,,,,,,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-08","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   72",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-09","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   72",",,7"," -139",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-10","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","    0",",,7,0700","   94",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-11","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","  127",",,7,0700","  330",",,7","  330",",,7,0700","   44",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-12","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   64",",,7,0700","  114",",,7","  305",",,7,0700","  -72",",,7"," -139",",,7",,,,,,,,,,,,,,,,,,,,,,," -133",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-13","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  305",",,7,0700","  -44",",,7"," -261",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-14","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  279",",,7,0700","  -22",",,7"," -211",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-15","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  279",",,7,0700","    0",",,7"," -200",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-16","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  127",",,7,0700","   56",",,7"," -189",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-17","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  152",",,7,0700","   72",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-18","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  127",",,7,0700","   61",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-19","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  102",",,7,0700","   50",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-20","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   83",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-21","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   44",",,7"," -189",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-22","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   67",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-23","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","    5",",,7","   76",",,7,0700","   33",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-24","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   72",",,7","  -78",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-25","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    5",",,7,0700","    5",",,7","   76",",,7,0700","   50",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"   -6",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-26","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   44",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-27","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   83",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-28","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","  100",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-29","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   78",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-11-30","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","    3",",,7","   51",",,7,0700","   50",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-01","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","    5",",,7","   51",",,7,0700","   11",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-02","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   30",",,7,0700","  102",",,7","  152",",,7,0700","   -6",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-03","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","   25",",,7","  152",",,7,0700","  -33",",,7"," -233",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-04","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  127",",,7,0700","  -28",",,7"," -222",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0700",,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-05","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  102",",,7,0700","   72",",,7"," -217",",,7",,,,,,,,,,,,,,,,,,,,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-06","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   56",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-07","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","    0",",,7","   51",",,7,0700","   39",",,7","  -61",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-08","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   17",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-09","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   28",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-10","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   39",",,7"," -194",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-11","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   89",",,7"," -150",",,7",,,,,,,,,,,,,,,,,,,,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-12","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   67",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-13","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","   51",",,7","   76",",,7,0700","   39",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-14","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   76",",,7,0700","   11",",,7"," -222",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-15","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   72",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-16","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   61",",,7"," -156",",,7",,,,,,,,,,,,,,,,,,,,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-17","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   50",",,7"," -133",",,7",,,,,,,,,,,,,,,,,,,,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-18","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   51",",,7,0700","   72",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-19","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   44",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-20","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   67",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-21","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   94",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-22","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   50",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-23","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   44",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,,,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-24","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   44",",,7","  -83",",,7",,,,,,,,,,,,,,,,,,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-25","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","   25",",,7,0700","   44",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-26","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   64",",,7,0700","  102",",,7","  127",",,7,0700","    6",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-27","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","   13",",,7,0700","   64",",,7","  127",",,7,0700","    0",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-28","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","    8",",,7","  102",",,7,0700","  -61",",,7"," -144",",,7",,,,,,,,,,,,,,,,,,,,,,," -117",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-29","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    3",",,7,0700","    5",",,7","  102",",,7,0700","  -72",",,7"," -300",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00292700","2018-12-30","36.5575","-105.2627","2523.7","EAGLE NEST, NM US","    0",",,7,0700","    0",",,7","  102",",,7,0700","  -28",",,7"," -311",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,
